t,angle,iteration,phase angle
0.001,91,1,171.97219
0.00229,91,2,173.08071
0.01496,91,3,183.9683
0.02334,91,4,191.1694
0.03555,91,5,201.6617
0.04335,91,6,208.36439
0.05558,91,7,218.87388
0.06367,85,8,225.82578
0.07564,80,9,236.11184
0.08362,74,10,242.96921
0.09658,68,11,254.106
0.10479,62,12,261.16101
0.11676,56,13,271.44707
0.12474,51,14,278.30445
0.13778,45,15,289.50998
0.14595,39,16,296.53062
0.15826,34,17,307.10885
0.16663,28,18,314.30136
0.17842,22,19,324.43275
0.18701,16,20,331.8143
0.1992,11,21,342.28941
0.20756,5,22,349.47333
0.21981,0,23,360.0
0.228,1,24,367.03783
0.24033,5,25,377.63325
0.24874,10,26,384.86013
0.26069,16,27,395.129
0.26871,22,28,402.02075
0.28124,27,29,412.78803
0.28944,33,30,419.83445
0.30177,38,31,430.42987
0.30993,44,32,437.44192
0.32224,49,33,448.02015
0.33055,55,34,455.1611
0.34272,61,35,465.61902
0.3547,66,36,475.91367
0.36318,72,37,483.20071
0.37521,77,38,493.53833
0.38353,83,39,500.68787
0.39587,89,40,511.29188
0.40361,90,41,517.94302
0.4156,91,42,528.24626
0.42455,91,43,535.93718
0.43641,91,44,546.12871
0.4452,91,45,553.68213
0.45733,91,46,564.10569
0.46519,91,47,570.85994
0.47784,91,48,581.73034
0.48599,85,49,588.7338
0.4983,78,50,599.31203
0.50667,73,51,606.50454
0.51875,67,52,616.88512
0.52694,61,53,623.92295
0.53856,55,54,633.90825
0.54654,50,55,640.76562
0.55947,44,56,651.87663
0.56747,38,57,658.75119
0.57944,32,58,669.03725
0.58743,27,59,675.90322
0.60036,21,60,687.01423
0.60834,15,61,693.8716
0.62034,9,62,704.18344
0.62831,4,63,711.03222
0.64128,1,64,722.1776
0.64926,1,65,729.03497
0.66123,6,66,739.32103
0.67017,12,67,747.00336
0.68214,18,68,757.28942
0.69015,23,69,764.17257
0.70212,29,70,774.45863
0.71106,34,71,782.14095
0.72306,40,72,792.45279
0.73104,45,73,799.31016
0.74301,51,74,809.59622
0.75195,56,75,817.27854
0.76395,62,76,827.59038
0.77193,68,77,834.44776
0.78387,73,78,844.70804
0.79293,79,79,852.49348
0.80581,84,80,863.56152
0.81283,90,81,869.59395
0.82534,91,82,880.34404
0.83433,91,83,888.06933
0.8466,91,84,898.61318
0.85462,91,85,905.50493
0.86708,91,86,916.21206
0.87507,91,87,923.07802
0.8874,91,88,933.67344
0.89556,89,89,940.68549
0.90755,83,90,950.98874
0.91607,77,91,958.31014
0.92839,71,92,968.89697
0.93625,66,93,975.65122
0.94901,60,94,986.61614
0.96114,54,95,997.0397
0.96895,48,96,1003.75098
0.98158,43,97,1014.6042
0.9899,37,98,1021.75374
1.00101,31,99,1031.30078
1.00999,25,100,1039.01748
1.02195,20,101,1049.29494
1.03034,14,102,1056.50464
1.04329,8,103,1067.63283
1.05133,2,104,1074.54177
1.06352,1,105,1085.01688
1.07175,3,106,1092.08908
1.08399,8,107,1102.60716
1.09184,14,108,1109.35282
1.10399,19,109,1119.79356
1.11267,25,110,1127.25246
1.12494,30,111,1137.79631
1.13293,36,112,1144.66228
1.14545,41,113,1155.42096
1.15367,47,114,1162.48458
1.16598,52,115,1173.0628
1.17416,58,116,1180.09204
1.18609,64,117,1190.34373
1.19453,69,118,1197.59639
1.20686,75,119,1208.19181
1.21478,80,120,1214.99762
1.22666,86,121,1225.20634
1.23556,91,122,1232.85429
1.24716,91,123,1242.8224
1.2551,91,124,1249.6454
1.2682,91,125,1260.90249
1.27628,91,126,1267.8458
1.2888,91,127,1278.60449
1.29697,91,128,1285.62513
1.30912,91,129,1296.06587
1.31746,86,130,1303.2326
1.32982,81,131,1313.85379
1.33791,75,132,1320.80569
1.35028,70,133,1331.43548
1.35861,64,134,1338.59362
1.37065,58,135,1348.93983
1.37898,52,136,1356.09796
1.39116,47,137,1366.56448
1.39931,41,138,1373.56794
1.41163,35,139,1384.15476
1.41967,30,140,1391.0637
1.43203,24,141,1401.68489
1.44031,18,142,1408.80006
1.45267,12,143,1419.42126
1.46073,6,144,1426.34737
1.47284,1,145,1436.75374
1.48124,0,146,1443.97203
1.49356,3,147,1454.55885
1.50172,9,148,1461.5709
1.51406,14,149,1472.17491
1.52235,19,150,1479.29867
1.53412,25,151,1489.41287
1.54262,30,152,1496.71709
1.55499,36,153,1507.34688
1.56318,41,154,1514.38471
1.57546,47,155,1524.93716
1.58367,53,156,1531.99218
1.59584,58,157,1542.4501
1.60424,64,158,1549.66839
1.61622,69,159,1559.96304
1.62884,75,160,1570.80766
1.63701,81,161,1577.8283
1.64923,86,162,1588.32919
1.65694,91,163,1594.95455
1.66967,91,164,1605.8937
1.67806,91,165,1613.10339
1.6902,91,166,1623.53553
1.6983,91,167,1630.49603
1.71037,91,168,1640.86802
1.71797,91,169,1647.39885
1.73113,91,170,1658.7075
1.73934,86,171,1665.76252
1.75123,80,172,1675.97983
1.75982,75,173,1683.36139
1.77207,69,174,1693.88806
1.78028,63,175,1700.94308
1.79253,57,176,1711.46975
1.80079,52,177,1718.56773
1.81304,46,178,1729.0944
1.82095,40,179,1735.89162
1.83375,34,180,1746.89092
1.84149,29,181,1753.54206
1.85362,23,182,1763.96561
1.86183,17,183,1771.02063
1.87439,11,184,1781.81369
