t,angle,iteration,phase angle
0.0,32,1,257.29993
0.0043,57,2,257.84792
0.016,56,3,259.33897
0.02437,55,4,260.40564
0.03603,54,5,261.89159
0.04435,54,6,262.95189
0.05634,53,7,264.4799
0.06403,52,8,265.45991
0.07603,52,9,266.98919
0.088,51,10,268.51465
0.09638,50,11,269.58259
0.10822,50,12,271.09148
0.12036,49,13,272.63861
0.12839,48,14,273.66195
0.14038,47,15,275.18995
0.14834,47,16,276.20438
0.16037,46,17,277.73748
0.16839,45,18,278.75955
0.18038,45,19,280.28755
0.18838,44,20,281.30707
0.20037,43,21,282.83508
0.20821,42,22,283.83421
0.22028,42,23,285.37241
0.22802,41,24,286.3588
0.24026,40,25,287.91866
0.2482,40,26,288.93054
0.264,39,27,290.94409
0.27206,38,28,291.97125
0.284,37,29,293.49289
0.29236,37,30,294.55829
0.30435,36,31,296.08629
0.31237,35,32,297.10836
0.32437,35,33,298.63764
0.33623,34,34,300.14908
0.34427,33,35,301.1737
0.35622,32,36,302.6966
0.36422,32,37,303.71612
0.37622,31,38,305.2454
0.38419,30,39,306.2611
0.39627,30,40,307.80058
0.40425,29,41,308.81755
0.42005,28,42,310.8311
0.42801,28,43,311.84552
0.44,27,44,313.37353
0.44811,26,45,314.40707
0.46026,25,46,315.95546
0.46801,25,47,316.94312
0.48,24,48,318.47113
0.488,23,49,319.49065
0.50037,23,50,321.06708
0.50839,22,51,322.08915
0.52038,21,52,323.61715
0.52837,20,53,324.6354
0.54029,20,54,326.15448
0.54828,19,55,327.17273
0.56026,18,56,328.69946
0.56829,18,57,329.7228
0.58401,17,58,331.72616
0.58804,16,59,332.23974
0.604,15,60,334.27369
0.612,15,61,335.29321
0.62431,14,62,336.86199
0.63239,13,63,337.89171
0.64438,13,64,339.41971
0.65237,12,65,340.43796
0.66454,11,66,341.9889
0.67361,10,67,343.14479
0.68584,10,68,344.70338
0.69398,9,69,345.74074
0.70598,8,70,347.27002
0.71397,8,71,348.28826
0.72587,7,72,349.8048
0.73387,6,73,350.82432
0.74587,5,74,352.3536
0.75388,5,75,353.37439
0.7659,4,76,354.90622
0.77389,3,77,355.92447
0.78589,3,78,357.45375
0.79389,2,79,358.47327
0.80587,1,80,360.0
0.81389,1,81,361.02207
0.82587,1,82,362.5488
0.83388,1,83,363.56959
0.84961,1,84,365.57423
0.85765,2,85,366.59884
0.86999,3,86,368.17145
0.87793,3,87,369.18333
0.88998,4,88,370.71898
0.89762,5,89,371.69262
0.90999,5,90,373.26905
0.918,6,91,374.28985
0.92999,7,92,375.81785
0.93796,7,93,376.83355
0.94998,8,94,378.36538
0.95798,8,95,379.3849
0.96998,9,96,380.91418
0.97947,10,97,382.12358
0.99185,10,98,383.70129
0.99984,11,99,384.71954
1.01151,12,100,386.20676
1.01947,12,101,387.22118
1.03186,13,102,388.80017
1.03987,14,103,389.82096
1.05184,14,104,391.34642
1.05985,15,105,392.36721
1.07147,15,106,393.84806
1.07947,16,107,394.86758
1.0955,17,108,396.91045
1.10355,17,109,397.93634
1.11584,18,110,399.50258
1.12385,19,111,400.52337
1.13585,19,112,402.05265
1.14385,20,113,403.07217
1.15583,21,114,404.5989
1.16385,21,115,405.62097
1.17583,22,116,407.1477
1.18385,23,117,408.16977
1.19585,23,118,409.69905
1.2077,24,119,411.20922
1.21575,25,120,412.23511
1.22759,25,121,413.744
1.23572,26,122,414.78008
1.24766,26,123,416.30172
1.25576,27,124,417.33398
1.27153,28,125,419.34371
1.27961,28,126,420.37343
1.29181,29,127,421.92819
1.29988,30,128,422.95663
1.3119,30,129,424.48846
1.31989,31,130,425.50671
1.33188,32,131,427.03471
1.33989,32,132,428.05551
1.35189,33,133,429.58479
1.35952,34,134,430.55716
1.37189,34,135,432.13359
1.37988,35,136,433.15183
1.39152,35,137,434.63524
1.39952,36,138,435.65476
1.41186,37,139,437.22737
1.41989,37,140,438.25071
1.43552,38,141,440.2426
1.4399,39,142,440.80078
1.45583,39,143,442.8309
1.46391,40,144,443.86062
1.47577,41,145,445.37206
1.48379,41,146,446.39412
1.49579,42,147,447.9234
1.50378,43,148,448.94165
1.51579,43,149,450.4722
1.52378,44,150,451.49045
1.53578,45,151,453.01973
1.5438,45,152,454.0418
1.55579,46,153,455.5698
1.56378,47,154,456.58805
1.57578,47,155,458.11733
1.58352,48,156,459.10372
1.59552,49,157,460.633
1.60755,49,158,462.1661
1.61958,50,159,463.6992
1.62768,50,160,464.73147
1.6399,51,161,466.28878
1.64788,52,162,467.30575
1.65989,52,163,468.83631
1.66787,53,164,469.85328
1.6798,54,165,471.37364
1.6878,54,166,472.39316
1.69979,55,167,473.92116
1.7078,56,168,474.94196
1.7198,56,169,476.47124
1.7278,57,170,477.49076
1.73979,58,171,479.01876
1.75173,58,172,480.5404
1.7598,59,173,481.56884
1.77264,60,174,483.20517
1.7807,60,175,484.23234
1.79263,61,176,485.75269
1.8007,62,177,486.78114
1.81642,62,178,488.78449
1.82442,63,179,489.80401
1.83663,64,180,491.36005
1.8447,64,181,492.3885
1.85643,65,182,493.88337
1.86478,66,183,494.94749
1.87679,66,184,496.47804
1.88479,67,185,497.49756
1.89679,68,186,499.02684
1.9048,68,187,500.04764
1.9168,69,188,501.57692
1.9248,70,189,502.59644
1.9368,70,190,504.12572
1.9448,70,191,505.14524
1.95679,70,192,506.67324
1.96442,70,193,507.64561
1.97679,70,194,509.22204
1.98509,70,195,510.2798
1.99747,70,196,511.8575
2.00547,70,197,512.87702
2.02109,70,198,514.86764
2.02909,70,199,515.88716
2.04145,70,200,517.46232
2.04946,70,201,518.48311
2.06147,70,202,520.01366
2.06938,70,203,521.02171
2.0811,70,204,522.51531
2.08913,70,205,523.53865
2.10113,70,206,525.06793
2.10942,70,207,526.12441
