t,angle,iteration,phase angle
3.00523,83,315,2659.49456
3.01755,88,316,2670.05477
3.02595,90,317,2677.25492
3.03799,91,318,2687.57512
3.04627,91,319,2694.67241
3.05797,91,321,2704.70118
3.0667,91,322,2712.18419
3.07857,91,323,2722.35867
3.08724,91,324,2729.79025
3.0995,91,325,2740.29903
3.10772,85,326,2747.34489
3.11989,79,327,2757.77653
3.12794,73,328,2764.67666
3.14046,67,329,2775.40831
3.14891,62,330,2782.65131
3.16051,56,331,2792.59437
3.16913,51,332,2799.98308
3.18131,45,333,2810.42329
3.18976,39,334,2817.6663
3.20192,33,335,2828.08936
3.20999,28,336,2835.00664
3.22204,22,337,2845.33542
3.23004,17,338,2852.1927
3.24282,11,339,2863.1472
3.25101,5,340,2870.16735
3.26319,0,342,2880.60755
3.27163,1,343,2887.84198
3.28382,6,344,2898.29076
3.29193,12,345,2905.24233
3.30422,17,346,2915.77683
3.31229,23,347,2922.69411
3.32463,28,349,2933.27146
3.33291,34,350,2940.36875
3.34524,39,351,2950.93753
3.35344,45,352,2957.96624
3.36548,50,353,2968.28645
3.37389,55,354,2975.49517
3.38619,61,355,2986.03823
3.39438,67,356,2993.05837
3.40648,72,357,3003.43001
3.41485,77,358,3010.60444
3.4271,83,359,3021.10465
3.4349,89,360,3027.7905
3.44766,90,361,3038.72786
3.45608,91,362,3045.94515
3.46808,91,363,3056.23107
3.47625,91,364,3063.23406
3.48859,91,365,3073.81142
3.49637,91,366,3080.48012
3.50914,91,367,3091.42606
3.52137,91,368,3101.90912
3.52958,85,369,3108.94641
3.54181,79,370,3119.42947
3.54966,73,371,3126.15818
3.56233,68,372,3137.0184
3.57078,62,373,3144.2614
3.58282,56,374,3154.5816
3.59101,51,375,3161.60175
3.60279,45,377,3171.69909
3.61155,39,378,3179.20781
3.62375,34,379,3189.66516
3.63198,28,380,3196.71959
3.64424,22,381,3207.22837
3.65218,17,382,3214.03422
3.6647,11,384,3224.76587
3.67287,5,385,3231.76886
3.68512,0,386,3242.26907
3.69302,1,387,3249.04064
3.70569,6,388,3259.90085
3.71381,12,389,3266.86099
3.72583,17,390,3277.16406
3.73432,23,391,3284.44134
3.74651,28,392,3294.89013
3.75482,34,393,3302.01312
3.76709,39,394,3312.53048
3.77528,45,395,3319.55062
3.78732,50,396,3329.87082
3.79576,56,397,3337.10526
3.80803,61,398,3347.62261
3.81625,67,399,3354.66846
3.82857,72,400,3365.22867
3.83614,78,401,3371.71738
3.8484,83,402,3382.22616
3.85722,89,403,3389.78631
3.86925,90,405,3400.09794
3.87725,91,406,3406.95522
3.88953,91,407,3417.48115
3.89818,91,408,3424.89558
3.91025,91,409,3435.2415
3.91823,91,410,3442.08164
3.93059,91,412,3452.67614
3.93926,89,413,3460.10772
3.95137,83,414,3470.48792
3.95965,77,415,3477.58521
3.97193,72,416,3488.11113
3.98009,66,417,3495.10556
3.99173,60,418,3505.0829
4.00049,55,419,3512.59162
4.01285,49,420,3523.18612
4.02111,44,421,3530.26626
4.03332,38,422,3540.73218
4.041,32,423,3547.31517
4.05275,26,424,3557.3868
4.06202,21,425,3565.33268
4.07423,15,426,3575.7986
4.0824,9,427,3582.8016
4.0947,4,428,3593.34467
4.10291,1,429,3600.38195
4.11522,2,430,3610.93359
4.12342,7,431,3617.9623
4.1355,13,432,3628.31679
4.14382,18,433,3635.44836
4.15615,24,434,3646.01715
4.16368,29,435,3652.47156
4.17665,34,436,3663.58893
4.18893,40,437,3674.11485
4.19732,46,438,3681.30642
4.20934,51,439,3691.60949
4.21763,56,440,3698.71534
4.22954,62,441,3708.92412
4.23806,68,442,3716.22712
4.25003,73,443,3726.48733
4.25839,78,444,3733.65319
4.27083,84,445,3744.31626
4.27908,90,446,3751.38783
4.29125,91,447,3761.81946
4.2995,91,448,3768.89103
4.31181,91,449,3779.44267
4.32021,91,450,3786.64282
4.33232,91,451,3797.02302
4.34054,91,452,3804.06888
4.35244,91,454,3814.26908
4.36101,89,455,3821.61495
4.37327,82,456,3832.12373
4.38151,77,457,3839.18673
4.39382,71,458,3849.73836
4.40199,66,459,3856.74136
4.41407,60,461,3867.09585
4.42244,54,462,3874.27028
4.43473,49,463,3884.80478
4.44313,43,464,3892.00492
4.45522,37,465,3902.36799
4.46329,32,466,3909.28527
4.47548,26,467,3919.73405
4.483,20,468,3926.17989
4.49597,15,469,3937.29726
4.50396,9,470,3944.14597
4.51592,3,471,3954.3976
4.52389,1,472,3961.22917
4.53686,1,473,3972.34653
4.54486,7,474,3979.20381
4.55683,12,475,3989.46402
4.56481,18,476,3996.30415
4.57775,23,477,4007.3958
4.58573,29,478,4014.23594
4.5977,34,479,4024.49615
4.60567,40,480,4031.32771
4.61864,45,481,4042.44508
4.62666,51,482,4049.3195
4.63858,56,483,4059.53685
4.64656,62,484,4066.37698
4.65955,67,485,4077.51149
4.66753,73,486,4084.35163
