t,angle,iteration,phase angle
0.0,47,1,321.95074
0.00499,25,2,324.48905
0.01296,21,3,328.54323
0.02493,17,5,334.63213
0.03391,14,6,339.20007
0.04588,10,7,345.28897
0.05385,7,8,349.34315
0.06682,3,9,355.94073
0.0748,0,10,360.0
0.08677,3,11,366.0889
0.09475,6,12,370.14817
0.10771,8,13,376.74066
0.11569,11,14,380.79993
0.12766,14,15,386.88882
0.13564,17,16,390.94809
0.1486,20,17,397.54058
0.15658,23,18,401.59985
0.16855,26,19,407.68875
0.17653,29,20,411.74802
0.18949,32,21,418.34051
0.19747,35,22,422.39978
0.20944,38,23,428.48868
0.21742,41,24,432.54794
0.23038,44,25,439.14043
0.23836,47,26,443.1997
0.25033,50,27,449.2886
0.25931,53,28,453.85655
0.27128,56,30,459.94545
0.27925,59,31,463.99963
0.29222,62,32,470.59721
0.3002,65,33,474.65647
0.31216,68,34,480.74028
0.32413,71,35,486.82918
0.33211,74,36,490.88845
0.34508,77,37,497.48603
0.35305,80,38,501.54021
0.36503,83,39,507.6342
0.374,86,40,512.19706
0.38597,89,41,518.28596
0.39394,91,42,522.34014
0.40592,91,43,528.43412
0.41489,91,44,532.99698
0.42686,91,46,539.08588
0.43484,91,47,543.14515
0.4468,91,48,549.22896
0.45578,91,49,553.79691
0.46775,91,50,559.88581
0.47573,91,51,563.94507
0.48869,91,52,570.53757
0.49667,91,53,574.59683
0.50864,91,54,580.68573
0.51662,91,55,584.745
0.52958,87,56,591.33749
0.53756,84,57,595.39676
0.54953,80,58,601.48566
0.55751,77,59,605.54492
0.57047,73,60,612.13742
0.57845,70,61,616.19668
0.59042,66,62,622.28558
0.5984,62,63,626.34485
0.61136,59,64,632.93734
0.61934,55,65,636.99661
0.63131,52,66,643.08551
0.64029,48,67,647.65345
0.65225,45,68,653.73727
0.66023,41,69,657.79653
0.6722,38,70,663.88543
0.68118,34,71,668.45338
0.69315,31,72,674.54228
0.70113,27,73,678.60154
0.71309,24,74,684.68536
0.72207,20,75,689.2533
0.73404,17,76,695.3422
0.74202,13,77,699.40147
0.75398,9,79,705.48528
0.76296,6,80,710.05323
0.77493,2,81,716.14213
0.78291,1,82,720.20139
0.79587,0,83,726.79389
0.80385,4,84,730.85315
0.81582,7,86,736.94205
0.8238,10,87,741.00132
0.83677,13,88,747.5989
0.84474,16,89,751.65308
0.85671,18,90,757.74198
0.86469,22,91,761.80125
0.87765,25,93,768.39374
0.88563,27,94,772.453
0.8976,31,95,778.5419
0.90558,33,96,782.60117
0.91854,36,97,789.19366
0.93051,40,98,795.28256
0.93849,42,99,799.34183
0.95146,46,100,805.93941
0.95943,49,101,809.99359
0.9714,51,102,816.08249
0.97938,54,103,820.14175
0.99235,57,104,826.73933
1.00032,61,105,830.79351
1.01229,64,106,836.88241
1.02027,67,107,840.94168
1.03324,70,109,847.53926
1.04121,73,110,851.59344
1.05318,76,111,857.68234
1.06116,79,112,861.7416
1.07413,82,113,868.33918
1.08211,85,114,872.39845
1.09407,88,115,878.48226
1.10305,91,116,883.05021
1.11502,91,117,889.13911
1.123,91,118,893.19838
1.13497,91,119,899.28728
1.14394,91,120,903.85014
1.15591,91,121,909.93903
1.16389,91,122,913.9983
1.17586,91,123,920.0872
1.18483,91,124,924.65006
1.1968,91,125,930.73896
1.20478,91,126,934.79823
1.21675,91,127,940.88713
1.22572,91,128,945.44999
1.23769,88,129,951.53889
1.24567,85,130,955.59815
1.25863,82,131,962.19064
1.26661,78,132,966.24991
1.27858,75,133,972.33881
1.28656,71,134,976.39808
1.29953,67,135,982.99566
1.3075,64,136,987.04984
1.31947,60,137,993.13874
1.32745,57,138,997.198
1.34044,53,139,1003.80576
1.34839,50,140,1007.84976
1.36036,46,141,1013.93866
1.36837,42,142,1018.01319
1.38131,39,143,1024.59551
1.38929,35,144,1028.65477
1.40128,32,145,1034.75385
1.41023,28,146,1039.30653
1.4222,25,147,1045.39543
1.43018,21,148,1049.4547
1.44218,18,149,1055.55886
1.45115,14,150,1060.12172
1.46309,10,151,1066.19536
1.47107,7,152,1070.25462
1.48303,3,154,1076.33844
1.49201,0,155,1080.90638
1.50398,1,156,1086.99528
1.51196,3,157,1091.05455
1.52492,6,158,1097.64704
1.5329,9,159,1101.70631
1.54487,11,161,1107.79521
1.55684,15,162,1113.88411
1.56581,18,163,1118.44697
1.57778,20,164,1124.53587
1.58576,24,165,1128.59513
1.59773,26,166,1134.68403
1.60673,29,167,1139.26215
1.61867,32,168,1145.33579
1.62665,35,169,1149.39506
1.63962,38,171,1155.99264
1.64762,42,172,1160.06208
