t,angle,iteration,phase angle
0.0,58,1,180.41469
0.0,91,2,180.41469
0.012,91,3,197.74221
0.02003,90,4,209.33721
0.032,80,6,226.62141
0.044,71,7,243.94893
0.05624,61,8,261.62301
0.064,52,9,272.82813
0.07638,44,11,290.70436
0.08437,35,12,302.2416
0.0962,25,13,319.32365
0.10437,16,14,331.1208
0.11638,7,15,348.46276
0.12437,0,16,360.0
0.13455,1,17,374.69951
0.14637,11,18,391.76712
0.15855,21,19,409.35455
0.16657,30,20,420.93511
0.17848,39,22,438.13268
0.18644,49,23,449.6266
0.19844,58,24,466.95412
0.20645,67,25,478.52024
0.21836,77,26,495.7178
0.22644,87,27,507.385
0.23845,90,29,524.72696
0.24655,91,30,536.42303
0.25855,91,31,553.75055
0.26657,91,32,565.33111
0.27856,83,33,582.64419
0.28702,73,34,594.86009
0.29907,64,35,612.25981
0.30707,55,36,623.81149
0.31928,45,37,641.44224
0.33104,37,38,658.42321
0.34303,28,39,675.73629
0.35111,18,40,687.40349
0.36304,9,41,704.62993
0.37103,0,42,716.16717
0.38304,0,43,733.50913
0.39126,8,44,745.37848
0.40337,18,45,762.86484
0.41139,28,46,774.4454
0.42339,37,47,791.77292
0.43141,46,48,803.35348
0.44339,56,49,820.65212
0.45104,65,50,831.69841
0.46337,74,52,849.50244
0.47139,84,53,861.083
0.48339,91,54,878.41052
0.49127,90,55,889.78892
0.50703,91,56,912.54573
0.51503,91,57,924.09741
0.52723,83,58,941.71373
0.53506,74,59,953.01993
0.54707,66,60,970.36189
0.55541,56,61,982.40452
0.56739,47,62,999.70316
0.57939,38,63,1017.03068
0.58703,29,64,1028.06253
0.59936,20,65,1045.86656
0.60739,10,66,1057.46156
0.61935,1,67,1074.73132
0.62738,0,68,1086.32632
0.63925,8,69,1103.46612
0.64731,17,70,1115.10444
0.65923,28,71,1132.31645
0.6673,37,72,1143.9692
0.68303,46,73,1166.68269
0.69103,56,74,1178.23437
0.70325,65,75,1195.87956
0.7113,74,76,1207.50344
0.7234,84,78,1224.97536
0.73139,91,79,1236.5126
0.74303,90,80,1253.32029
0.75135,91,81,1265.33404
0.76329,91,82,1282.57492
0.77125,84,83,1294.06884
0.7834,75,84,1311.61296
0.79138,67,85,1323.13576
0.80335,58,87,1340.41996
0.8114,48,88,1352.04384
0.82303,39,89,1368.83709
0.83141,30,90,1380.93748
0.84303,21,91,1397.71629
0.85503,12,92,1415.04381
0.86713,2,93,1432.51573
0.87539,1,94,1444.44284
0.88788,7,95,1462.4779
0.89591,15,96,1474.0729
0.9082,25,97,1491.81917
0.91625,35,98,1503.44304
0.92824,44,99,1520.75613
0.93614,53,100,1532.16341
0.94813,63,101,1549.47649
0.95612,73,102,1561.01373
0.96823,82,103,1578.50009
0.97624,92,104,1590.06621
0.98824,91,105,1607.39373
0.99615,90,106,1618.81545
1.00813,91,107,1636.11409
1.01588,87,108,1647.30478
1.02788,77,110,1664.6323
1.03588,68,111,1676.18398
1.04824,59,112,1694.03133
1.05988,50,113,1710.83902
1.07202,41,115,1728.36869
1.08023,32,116,1740.22361
1.09226,23,117,1757.59444
1.10026,14,118,1769.14612
1.11224,5,119,1786.44477
1.12016,1,120,1797.88093
1.13193,5,121,1814.87634
1.13988,14,122,1826.35582
1.15188,23,123,1843.68334
1.15989,32,124,1855.24946
1.17188,42,126,1872.56254
1.17988,51,127,1884.11422
1.19188,61,128,1901.44174
1.19988,71,129,1912.99342
1.21188,80,130,1930.32094
1.21988,89,131,1941.87262
1.23189,91,132,1959.21458
1.24788,91,133,1982.3035
1.25607,91,134,1994.12953
1.26809,90,135,2011.48593
1.27609,80,136,2023.03761
1.28823,71,137,2040.56729
1.29626,61,138,2052.16228
1.30826,52,139,2069.4898
1.31626,44,140,2081.04148
1.32826,35,141,2098.369
1.33626,25,142,2109.92068
1.34823,16,143,2127.20489
1.35625,7,144,2138.78544
1.36926,0,145,2157.57136
1.37725,2,146,2169.1086
1.3892,12,148,2186.36393
1.39725,22,149,2197.9878
1.40985,30,150,2216.1817
1.41812,40,151,2228.12325
1.43012,50,152,2245.45077
1.43811,59,153,2256.98801
1.45012,68,155,2274.32997
1.45854,78,156,2286.48811
1.4708,87,157,2304.19106
1.47881,90,158,2315.75718
1.49081,91,159,2333.0847
1.49881,91,160,2344.63638
1.51456,90,161,2367.37875
1.52256,80,162,2378.93043
1.53467,71,163,2396.41679
1.54278,61,164,2408.1273
1.55459,52,165,2425.18047
1.56259,44,166,2436.73215
1.57459,35,167,2454.05967
1.58255,25,168,2465.55359
1.59492,16,169,2483.41538
1.60292,7,170,2494.96706
1.61492,0,171,2512.29458
1.62289,1,172,2523.80294
1.63482,11,174,2541.02938
1.64282,21,175,2552.58106
1.65482,30,176,2569.90858
1.66282,39,177,2581.46026
