t,angle,iteration
0.001,91,1
0.00229,91,2
0.01496,91,3
0.02334,91,4
0.03555,91,5
0.04335,91,6
0.05558,91,7
0.06367,85,8
0.07564,80,9
0.08362,74,10
0.09658,68,11
0.10479,62,12
0.11676,56,13
0.12474,51,14
0.13778,45,15
0.14595,39,16
0.15826,34,17
0.16663,28,18
0.17842,22,19
0.18701,16,20
0.1992,11,21
0.20756,5,22
0.21981,0,23
0.228,1,24
0.24033,5,25
0.24874,10,26
0.26069,16,27
0.26871,22,28
0.28124,27,29
0.28944,33,30
0.30177,38,31
0.30993,44,32
0.32224,49,33
0.33055,55,34
0.34272,61,35
0.3547,66,36
0.36318,72,37
0.37521,77,38
0.38353,83,39
0.39587,89,40
0.40361,90,41
0.4156,91,42
0.42455,91,43
0.43641,91,44
0.4452,91,45
0.45733,91,46
0.46519,91,47
0.47784,91,48
0.48599,85,49
0.4983,78,50
0.50667,73,51
0.51875,67,52
0.52694,61,53
0.53856,55,54
0.54654,50,55
0.55947,44,56
0.56747,38,57
0.57944,32,58
0.58743,27,59
0.60036,21,60
0.60834,15,61
0.62034,9,62
0.62831,4,63
0.64128,1,64
0.64926,1,65
0.66123,6,66
0.67017,12,67
0.68214,18,68
0.69015,23,69
0.70212,29,70
0.71106,34,71
0.72306,40,72
0.73104,45,73
0.74301,51,74
0.75195,56,75
0.76395,62,76
0.77193,68,77
0.78387,73,78
0.79293,79,79
0.80581,84,80
0.81283,90,81
0.82534,91,82
0.83433,91,83
0.8466,91,84
0.85462,91,85
0.86708,91,86
0.87507,91,87
0.8874,91,88
0.89556,89,89
0.90755,83,90
0.91607,77,91
0.92839,71,92
0.93625,66,93
0.94901,60,94
0.96114,54,95
0.96895,48,96
0.98158,43,97
0.9899,37,98
1.00101,31,99
1.00999,25,100
1.02195,20,101
1.03034,14,102
1.04329,8,103
1.05133,2,104
1.06352,1,105
1.07175,3,106
1.08399,8,107
1.09184,14,108
1.10399,19,109
1.11267,25,110
1.12494,30,111
1.13293,36,112
1.14545,41,113
1.15367,47,114
1.16598,52,115
1.17416,58,116
1.18609,64,117
1.19453,69,118
1.20686,75,119
1.21478,80,120
1.22666,86,121
1.23556,91,122
1.24716,91,123
1.2551,91,124
1.2682,91,125
1.27628,91,126
1.2888,91,127
1.29697,91,128
1.30912,91,129
1.31746,86,130
1.32982,81,131
1.33791,75,132
1.35028,70,133
1.35861,64,134
1.37065,58,135
1.37898,52,136
1.39116,47,137
1.39931,41,138
1.41163,35,139
1.41967,30,140
1.43203,24,141
1.44031,18,142
1.45267,12,143
1.46073,6,144
1.47284,1,145
1.48124,0,146
1.49356,3,147
1.50172,9,148
1.51406,14,149
1.52235,19,150
1.53412,25,151
1.54262,30,152
1.55499,36,153
1.56318,41,154
1.57546,47,155
1.58367,53,156
1.59584,58,157
1.60424,64,158
1.61622,69,159
1.62884,75,160
1.63701,81,161
1.64923,86,162
1.65694,91,163
1.66967,91,164
1.67806,91,165
1.6902,91,166
1.6983,91,167
1.71037,91,168
1.71797,91,169
1.73113,91,170
1.73934,86,171
1.75123,80,172
1.75982,75,173
1.77207,69,174
1.78028,63,175
1.79253,57,176
1.80079,52,177
1.81304,46,178
1.82095,40,179
1.83375,34,180
1.84149,29,181
1.85362,23,182
1.86183,17,183
1.87439,11,184
1.8827,5,185
1.89495,0,186
1.9027,0,187
1.91572,5,188
1.92374,10,189
1.93539,16,190
1.94401,21,191
1.95638,27,192
1.96434,33,193
1.97661,38,194
1.98469,44,195
1.99639,49,196
2.00535,55,197
2.01781,60,198
2.02552,66,199
2.03839,71,200
2.04609,77,201
2.0587,83,202
2.06673,88,203
2.07925,90,204
2.08747,91,205
2.09981,91,206
2.10788,91,207
2.12007,91,208
2.12843,91,209
2.14039,91,210
2.14896,91,211
2.16122,86,212
2.16906,80,213
2.18173,75,214
2.19012,69,215
2.20216,63,216
2.21447,57,217
2.22223,51,218
2.23495,46,219
2.2434,40,220
2.25544,34,221
2.26364,28,222
2.27591,23,223
2.28432,17,224
2.29633,11,225
2.30455,5,226
2.31605,0,227
2.32445,0,228
2.33733,5,229
2.34544,11,230
2.35677,16,231
2.3653,22,232
2.37738,28,233
2.38645,33,234
2.39864,39,235
2.40675,44,236
2.41933,50,237
2.42749,55,238
2.43933,61,239
2.44793,67,240
2.45983,72,241
2.46842,78,242
2.48076,83,243
2.48848,89,244
2.50055,91,245
2.50935,91,246
2.52162,91,247
2.52983,91,248
2.54217,91,249
2.55009,91,250
2.5624,91,251
2.57082,91,252
2.58268,85,253
2.59125,79,254
2.60343,73,255
2.61184,68,256
2.62383,62,257
2.63183,56,258
2.6446,50,259
2.65234,45,260
2.66432,39,261
2.67333,33,262
2.68559,27,263
2.69365,22,264
2.70575,16,265
2.71418,10,266
2.72615,4,267
2.73413,0,268
2.74695,1,269
2.75482,5,270
2.76695,10,271
2.77493,16,272
2.78788,21,273
2.79559,27,274
2.80749,33,275
2.81543,38,276
2.82889,44,277
2.83707,49,278
2.84928,55,279
2.86161,60,280
2.86978,66,281
2.88197,71,282
2.88967,77,283
2.90258,83,284
2.91067,88,285
2.92264,90,286
2.93122,91,287
2.94409,91,288
2.95171,91,289
2.96402,91,290
2.97218,91,291
2.98423,91,292
2.99248,90,293
3.00492,85,294
3.01314,78,295
3.02543,73,296
3.03326,67,297
3.04594,61,298
3.05438,55,299
3.06637,50,300
3.07461,44,301
3.08686,38,302
3.09469,32,303
3.10742,27,304
3.11559,21,305
3.12775,15,306
3.13597,9,307
3.14819,4,308
3.15663,1,309
3.16879,0,310
3.17692,5,311
3.18903,11,312
3.19734,16,313
3.20974,22,314
3.21792,28,315
3.22943,33,316
3.23843,39,317
3.25062,44,318
3.25881,50,319
3.27098,55,320
3.27931,61,321
3.29157,67,322
3.29979,72,323
3.31208,78,324
3.3203,83,325
3.33261,89,326
3.34056,91,327
3.35303,91,328
3.36109,91,329
3.37358,91,330
3.38168,91,331
3.39403,91,332
3.40221,91,333
3.41407,91,334
3.42271,85,335
3.43454,79,336
3.44252,73,337
3.45555,67,338
3.46783,61,339
3.47593,56,340
3.48788,50,341
3.49643,44,342
3.50884,39,343
3.51692,33,344
3.52921,27,345
3.53728,21,346
3.54927,16,347
3.55786,10,348
3.56976,4,349
3.57835,0,350
3.59001,1,351
3.59804,5,352
3.61127,11,353
3.61834,17,354
3.63127,22,355
3.63953,28,356
3.65203,33,357
3.66035,39,358
3.6727,45,359
3.68037,50,360
3.69234,56,361
3.70082,61,362
3.71365,67,363
3.72063,73,364
3.73397,78,365
3.74172,84,366
3.75451,89,367
3.76268,91,368
3.77459,91,369
3.78292,91,370
3.79558,91,371
3.80359,91,372
3.81554,91,373
3.82377,91,374
3.83603,90,375
3.84431,84,376
3.85669,78,377
3.86486,72,378
3.87736,66,379
3.88514,60,380
3.8981,55,381
3.90544,49,382
3.91837,43,383
3.92676,38,384
3.93882,32,385
3.94697,26,386
3.95913,20,387
3.96749,14,388
3.97969,9,389
3.98793,3,390
4.00018,1,391
4.00836,1,392
4.0205,7,393
4.02893,13,394
4.0406,19,395
4.04936,24,396
4.06164,30,397
4.06979,35,398
4.08193,41,399
4.09037,46,400
4.10219,52,401
4.11488,57,402
4.1222,63,403
4.13481,69,404
4.14351,74,405
4.15595,80,406
4.16401,85,407
4.17594,91,408
4.18438,91,409
4.19679,91,410
4.20434,91,411
4.21701,91,412
4.225,91,413
4.23779,91,414
4.24586,91,415
4.25825,88,416
4.26643,82,417
4.27864,76,418
4.28688,71,419
4.29922,65,420
4.30687,60,421
4.31964,54,422
4.3275,48,423
4.3397,42,424
4.34828,37,425
4.36062,31,426
4.36835,25,427
4.38073,19,428
4.38939,13,429
4.40162,8,430
4.40978,2,431
4.42195,1,432
4.42997,5,433
4.44214,10,434
4.45021,15,435
4.46302,20,436
4.47119,26,437
4.4835,32,438
4.49188,37,439
4.5036,43,440
4.51157,48,441
4.52405,54,442
4.53266,59,443
4.54508,65,444
4.55314,70,445
4.56537,76,446
4.57353,82,447
4.58589,87,448
4.59328,90,449
4.60604,91,450
4.61466,91,451
4.62638,91,452
4.63436,91,453
4.64738,91,454
4.65553,91,455
4.66794,91,456
4.67603,86,457
4.68822,81,458
4.69935,75,459
4.70872,69,460
4.72044,63,461
4.72932,58,462
4.7409,52,463
4.74937,46,464
4.76169,40,465
4.76967,34,466
4.78164,29,467
4.79068,23,468
4.80307,17,469
4.81124,11,470
4.82347,6,471
4.83115,0,472
4.84397,0,473
4.85241,5,474
4.86448,10,475
4.87261,15,476
4.8848,21,477
4.89314,27,478
4.90538,32,479
4.91363,38,480
4.92503,43,481
4.93398,49,482
4.94633,54,483
4.95452,60,484
4.96689,66,485
4.97504,71,486
4.98735,77,487
4.99497,82,488
5.00778,88,489
5.01601,90,490
5.02828,91,491
5.03648,91,492
5.04854,91,493
5.05699,91,494
5.06927,91,495
5.07746,91,496
5.0887,91,497
5.09787,85,498
5.11018,79,499
5.11832,74,500
5.13032,68,501
5.1388,62,502
5.15109,56,503
5.15928,51,504
5.17161,45,505
5.17979,39,506
5.1918,33,507
5.20022,27,508
5.21245,22,509
5.22071,16,510
5.23305,10,511
5.24122,4,512
5.2533,0,513
5.26163,1,514
5.27403,5,515
5.28219,10,516
5.29438,15,517
5.30234,20,518
5.31496,26,519
5.32315,32,520
5.3355,37,521
5.3477,43,522
5.35587,48,523
5.36805,54,524
5.37543,59,525
5.38872,65,526
5.3969,71,527
5.40916,76,528
5.41724,82,529
5.42934,87,530
5.43781,90,531
5.45007,91,532
5.45837,91,533
5.47056,91,534
5.4787,91,535
5.49108,91,536
5.49924,91,537
5.51154,91,538
5.51979,86,539
5.53204,81,540
5.54008,75,541
5.5526,69,542
5.56072,63,543
5.57288,57,544
5.58114,52,545
5.59342,46,546
5.60185,40,547
5.6139,34,548
5.62146,29,549
5.63442,23,550
5.64241,17,551
5.65437,11,552
5.66315,6,553
5.67545,0,554
5.68297,0,555
5.69587,4,556
5.704,9,557
5.71609,14,558
5.72407,20,559
5.73683,25,560
5.74492,31,561
5.75701,36,562
5.7654,42,563
5.77777,48,564
5.78596,53,565
5.79785,59,566
5.80645,64,567
5.81869,70,568
5.8269,76,569
5.8391,81,570
5.84745,87,571
5.85972,91,572
5.86754,91,573
5.88033,91,574
5.88841,91,575
5.90062,91,576
5.90859,91,577
5.92135,91,578
5.92939,91,579
5.94163,86,580
5.95355,81,581
5.96214,75,582
5.97389,69,583
5.98256,63,584
5.99479,58,585
6.00311,52,586
6.01535,46,587
6.02307,40,588
6.0359,34,589
6.04428,29,590
6.05577,23,591
6.06447,17,592
6.0764,11,593
6.08495,6,594
6.09715,0,595
6.10545,0,596
6.11765,5,597
6.12593,10,598
6.13802,16,599
6.1464,22,600
6.15868,27,601
6.16684,33,602
6.17915,38,603
6.18753,44,604
6.19965,49,605
6.20781,55,606
6.21988,61,607
6.22816,66,608
6.24056,72,609
6.24841,77,610
6.26023,83,611
6.2691,89,612
6.28166,90,613
6.28978,91,614
6.302,91,615
6.31018,91,616
6.3225,91,617
6.3309,91,618
6.34295,91,619
6.35121,89,620
6.36348,83,621
6.3716,77,622
6.38395,71,623
6.39214,66,624
6.40444,60,625
6.41263,54,626
6.42479,48,627
6.43271,43,628
6.44539,37,629
6.45358,31,630
6.46571,25,631
6.4737,19,632
6.4857,14,633
6.49451,8,634
6.50693,2,635
6.5151,1,636
6.52714,3,637
6.5355,8,638
6.54778,14,639
6.55605,19,640
6.5683,25,641
6.58054,30,642
6.58836,36,643
6.6011,41,644
6.60883,47,645
6.62144,52,646
6.6293,58,647
6.64095,64,648
6.64989,69,649
6.66231,75,650
6.67064,80,651
6.6831,86,652
6.6912,91,653
6.70343,91,654
6.71181,91,655
6.72348,91,656
6.73202,91,657
6.74439,91,658
6.7522,91,659
6.76429,91,660
6.77305,87,661
6.78533,81,662
6.79361,76,663
6.80585,70,664
6.81403,64,665
6.82628,59,666
6.83448,53,667
6.8468,47,668
6.85474,41,669
6.86722,35,670
6.87544,30,671
6.88776,24,672
6.89552,18,673
6.90837,12,674
6.91642,7,675
6.92866,1,676
6.93605,0,677
6.94918,3,678
6.95737,9,679
6.96964,14,680
6.97779,19,681
6.99012,25,682
6.99852,30,683
7.01063,36,684
7.01881,41,685
7.03106,47,686
7.0393,53,687
7.05155,58,688
7.05996,64,689
7.07206,70,690
7.08011,75,691
7.09226,81,692
7.10071,86,693
7.11296,91,694
7.12121,91,695
7.13345,91,696
7.14165,91,697
7.15371,91,698
7.16218,91,699
7.17442,91,700
7.18656,91,701
7.19466,86,702
7.20712,81,703
7.21535,75,704
7.22767,70,705
7.23575,64,706
7.24808,58,707
7.2563,52,708
7.26864,47,709
7.27689,41,710
7.28902,35,711
7.29742,29,712
7.30959,24,713
7.3178,18,714
7.32981,12,715
7.33824,6,716
7.3505,1,717
7.35875,0,718
7.37094,4,719
7.37921,9,720
7.39117,14,721
7.39974,20,722
7.41201,25,723
7.42016,31,724
7.43218,36,725
7.44066,42,726
7.45292,48,727
7.46116,53,728
7.4734,59,729
7.48143,64,730
7.49388,70,731
7.50205,76,732
7.5144,81,733
7.5226,87,734
7.53486,91,735
7.54302,91,736
7.55527,91,737
7.56353,91,738
7.57526,91,739
7.58358,91,740
7.59658,91,741
7.6045,91,742
7.61675,85,743
7.62461,80,744
7.63726,74,745
7.64547,68,746
7.65754,62,747
7.66552,56,748
7.67826,51,749
7.68635,45,750
7.6988,39,751
7.70721,33,752
7.71852,28,753
7.7275,22,754
7.73967,16,755
7.74784,10,756
7.7601,5,757
7.76806,0,758
7.78068,1,759
7.78887,5,760
7.80114,10,761
7.80831,16,762
7.82164,22,763
7.83388,27,764
7.84227,33,765
7.8543,38,766
7.86257,44,767
7.87439,49,768
7.88306,55,769
7.89533,61,770
7.9035,66,771
7.91583,72,772
7.92399,77,773
7.93618,83,774
7.94439,89,775
7.95653,90,776
7.96428,91,777
7.97727,91,778
7.98546,91,779
7.99729,91,780
8.00491,91,781
8.01836,91,782
8.02626,91,783
8.03828,85,784
8.04666,78,785
8.05873,73,786
8.06741,67,787
8.07957,61,788
8.08747,55,789
8.10027,50,790
8.10828,44,791
8.12026,38,792
8.12862,32,793
8.14038,27,794
8.14836,21,795
8.16149,15,796
8.16905,9,797
8.18162,4,798
8.1902,1,799
8.20221,0,800
8.21046,5,801
8.22238,11,802
8.23112,16,803
8.24352,22,804
8.25088,27,805
8.26391,33,806
8.27207,39,807
8.28434,44,808
8.29205,50,809
8.30484,55,810
8.31304,61,811
8.32506,67,812
8.33349,72,813
8.34584,78,814
8.35351,83,815
8.36592,89,816
8.37424,90,817
8.38671,91,818
8.39495,91,819
8.40719,91,820
8.41562,91,821
8.42775,91,822
8.43989,91,823
8.44782,90,824
8.46039,84,825
8.46877,78,826
8.48098,72,827
8.48892,67,828
8.50155,61,829
8.50972,55,830
8.52181,49,831
8.53016,44,832
8.54244,38,833
8.5502,32,834
8.56262,26,835
8.57065,20,836
8.58345,15,837
8.59164,9,838
8.60382,3,839
8.61207,1,840
8.62408,0,841
