t,angle,iteration
0.0,40,1
0.004,17,2
0.01603,6,3
0.024,1,4
0.03631,0,5
0.04434,11,6
0.056,24,7
0.06438,36,8
0.0764,48,9
0.08437,60,10
0.09637,72,11
0.10429,84,12
0.11603,90,13
0.12403,90,14
0.14037,91,15
0.14801,84,16
0.16029,73,17
0.16837,61,18
0.18133,50,19
0.18921,38,20
0.20122,27,21
0.20923,15,22
0.2212,4,23
0.22921,1,24
0.24121,0,25
0.24922,11,26
0.26121,24,27
0.26918,36,28
0.28121,47,29
0.28922,59,30
0.3012,72,31
0.3093,83,32
0.32495,91,33
0.33295,90,34
0.3453,91,35
0.35333,91,36
0.36523,87,37
0.3772,74,38
0.38523,63,39
0.3972,52,40
0.40524,40,41
0.41719,29,42
0.42523,17,43
0.43718,6,44
0.44524,1,45
0.45717,0,46
0.46523,10,47
0.47724,23,48
0.48524,35,49
0.50095,47,50
0.50896,59,51
0.52132,71,52
0.52934,83,53
0.54095,91,54
0.54933,90,55
0.56133,91,56
0.56931,85,57
0.58119,73,58
0.58921,62,59
0.60121,51,60
0.60933,39,61
0.62125,28,62
0.62932,16,63
0.64098,4,64
0.64933,1,65
0.66495,0,66
0.67295,10,67
0.68523,23,68
0.69324,35,69
0.70515,47,70
0.71318,59,71
0.72524,71,72
0.73316,83,73
0.74495,91,74
0.75315,90,75
0.76533,91,76
0.77333,91,77
0.78533,89,78
0.79333,77,79
0.80533,65,80
0.81321,54,81
0.82495,42,82
0.83295,30,83
0.84498,19,84
0.85695,7,85
0.86895,0,86
0.87695,1,87
0.88895,9,88
0.89699,21,89
0.90899,33,90
0.91698,45,91
0.92933,57,92
0.93733,69,93
0.94933,81,94
0.95698,92,95
0.96932,90,96
0.97733,91,97
0.98932,85,98
0.99733,73,99
1.00895,62,100
1.01695,51,101
1.03327,39,102
1.04532,28,103
1.05296,16,104
1.06531,5,105
1.07333,1,106
1.0853,1,107
1.09332,14,108
1.10514,26,109
1.11332,37,110
1.12495,50,111
1.13295,61,112
1.14532,74,113
1.15314,86,114
1.16531,90,115
1.17695,91,116
1.18903,91,117
1.19722,82,118
1.20593,71,119
1.21794,59,120
1.22993,48,121
1.23812,36,122
1.25021,25,123
1.25821,13,124
1.27022,1,125
1.2782,0,126
1.29022,4,127
1.29821,17,128
1.31021,28,129
1.31822,40,130
1.33021,52,131
1.3382,64,132
1.3502,76,133
1.35821,88,134
1.37021,90,135
1.37822,91,136
1.39393,90,137
1.40194,79,138
1.41412,67,139
1.42221,55,140
1.43422,44,141
1.4422,32,142
1.4542,21,143
1.46221,9,144
1.47422,0,145
1.48277,1,146
