t,angle,iteration,phase angle
0.0,1,1,170.42004
0.0,60,2,170.42004
0.00432,0,3,170.96584
0.008,70,4,171.43077
0.02,70,5,172.94688
0.02838,70,6,174.00562
0.04,70,7,175.47372
0.04837,70,8,176.5312
0.06403,70,9,178.50972
0.07202,70,10,179.51919
0.08437,70,11,181.07951
0.0923,70,12,182.08141
0.10435,70,13,183.60383
0.11238,70,14,184.61835
0.12437,70,16,186.13319
0.13237,70,17,187.14393
0.144,70,18,188.61329
0.15235,70,19,189.66824
0.16435,70,20,191.18435
0.17236,70,21,192.19635
0.18437,70,22,193.71371
0.19316,70,23,194.82426
0.20517,70,24,196.34163
0.21316,70,25,197.3511
0.22645,70,26,199.03018
0.23444,70,27,200.03966
0.24644,70,29,201.55576
0.25443,70,30,202.56523
0.26643,70,31,204.08134
0.27443,70,32,205.09207
0.28644,70,33,206.60944
0.29444,70,34,207.62018
0.31007,70,36,209.5949
0.31808,70,37,210.6069
0.33028,70,38,212.14827
0.33843,70,39,213.17796
0.35042,70,40,214.6928
0.35809,70,41,215.66185
0.37033,70,43,217.20827
0.3823,70,44,218.72059
0.39035,70,45,219.73764
0.40229,70,46,221.24616
0.41034,70,47,222.26322
0.42214,70,48,223.75405
0.43032,70,49,224.78753
0.44233,70,51,226.3049
0.45033,70,52,227.31563
0.46232,70,53,228.83047
0.47412,70,54,230.32131
0.48607,70,55,231.83109
0.49408,69,56,232.84309
0.5063,68,57,234.38699
0.51407,68,58,235.36867
0.52607,67,59,236.88477
0.53407,66,60,237.89551
0.54611,65,61,239.41667
0.55441,65,62,240.46531
0.56645,64,64,241.98646
0.57445,63,65,242.9972
0.58644,63,66,244.51204
0.59445,62,67,245.52404
0.60644,61,68,247.03888
0.61444,61,69,248.04962
0.62634,60,71,249.55309
0.63434,59,72,250.56382
0.64607,58,73,252.04581
0.65807,58,74,253.56192
0.67021,57,75,255.09571
0.67834,56,76,256.12287
0.69043,56,77,257.65035
0.69845,55,78,258.66361
0.71044,54,79,260.17845
0.71842,54,80,261.18666
0.73045,53,81,262.70655
0.73844,52,82,263.71603
0.75034,52,83,265.2195
0.75835,51,84,266.23149
0.77034,50,85,267.74634
0.77834,50,86,268.75707
0.79035,49,88,270.27444
0.79835,48,89,271.28517
0.81034,47,90,272.80002
0.82211,47,91,274.28706
0.8301,46,92,275.29653
0.84223,45,93,276.82906
0.85444,45,94,278.3717
0.86243,44,95,279.38117
0.87444,43,96,280.89854
0.88244,43,97,281.90927
0.89434,42,99,283.41274
0.90234,41,100,284.42348
0.91431,40,101,285.93579
0.9264,40,102,287.46327
0.93444,39,103,288.47906
0.94639,38,104,289.98884
0.95445,38,105,291.00716
0.96638,37,106,292.51442
0.97445,36,107,293.534
0.98644,36,108,295.04884
0.99807,35,109,296.5182
1.01023,34,110,298.05452
1.01808,34,111,299.0463
1.03008,33,112,300.56241
1.03812,32,113,301.5782
1.05039,32,115,303.12841
1.05845,31,116,304.14673
1.07042,30,117,305.65904
1.07843,29,118,306.67104
1.09044,29,119,308.18841
1.09843,28,120,309.19788
1.11033,27,122,310.70135
1.11835,27,123,311.71461
1.13035,26,124,313.23072
1.13835,25,125,314.24145
1.15035,25,127,315.75756
1.16207,24,128,317.23829
1.17408,23,129,318.75565
1.18227,22,130,319.7904
1.19434,22,131,321.31534
1.20235,21,132,322.32734
1.21411,20,134,323.81312
1.22244,20,135,324.86555
1.23445,19,136,326.38292
1.24245,18,137,327.39366
1.25444,18,138,328.9085
1.26313,17,139,330.00641
1.27551,16,140,331.57052
1.28349,15,141,332.57873
1.29651,15,142,334.22371
1.30446,14,143,335.22812
1.31653,13,145,336.75307
1.32454,13,146,337.76507
1.33652,12,147,339.27865
1.34443,11,148,340.27801
1.35644,11,149,341.79538
1.36443,10,150,342.80485
1.37644,9,152,344.32222
1.38442,9,153,345.33043
1.39638,8,154,346.84148
1.40443,7,155,347.85853
1.41642,6,156,349.37337
1.42815,6,157,350.85537
1.44016,5,158,352.37273
1.44831,4,159,353.40242
1.46016,4,160,354.89957
1.46815,3,161,355.90905
1.48048,2,163,357.46684
1.48845,2,164,358.47379
1.50053,1,165,360.0
1.50919,1,166,361.09412
1.5215,1,168,362.64939
1.52999,2,169,363.72204
1.5416,3,170,365.18887
1.5496,3,171,366.1996
1.56193,4,172,367.7574
1.56998,5,173,368.77445
1.58198,5,174,370.29056
1.58999,6,175,371.30256
1.60198,6,176,372.8174
1.60999,7,177,373.8294
1.62188,8,178,375.3316
1.62986,8,179,376.33981
1.64187,9,181,377.85718
1.64988,10,182,378.86918
1.66561,10,183,380.85654
1.67361,11,184,381.86727
1.68586,11,185,383.41496
1.69387,12,186,384.42696
1.70588,13,188,385.94433
1.71385,13,189,386.95128
1.72587,14,190,388.46991
1.73398,15,191,389.49454
1.74598,15,192,391.01064
1.75399,16,193,392.02264
1.76585,17,194,393.52106
1.77386,17,195,394.53306
1.78587,18,197,396.05043
1.79779,19,198,397.55642
1.80586,19,199,398.576
1.81763,20,200,400.06305
1.82966,21,201,401.58294
1.84162,21,202,403.09399
1.84962,22,203,404.10473
1.86185,23,204,405.64989
1.86987,23,205,406.66315
1.88186,24,206,408.17799
1.88987,24,207,409.18999
1.90187,25,208,410.7061
1.90986,26,209,411.71557
1.92187,26,211,413.23294
1.92985,27,212,414.24115
1.94186,28,213,415.75851
1.94986,28,214,416.76925
1.96178,29,215,418.27525
1.96987,30,216,419.29735
1.98186,30,218,420.81219
1.99366,31,219,422.30303
2.00561,32,220,423.81282
2.01361,32,221,424.82355
2.0258,33,222,426.36366
2.03387,33,223,427.38324
2.04586,34,224,428.89808
2.05361,35,225,429.87723
2.06597,35,226,431.43882
2.07397,36,227,432.44956
2.08599,37,228,433.96819
2.09398,37,229,434.97766
2.10598,38,231,436.49376
2.11399,39,232,437.50576
2.12595,39,233,439.01681
2.13397,40,234,440.03008
2.14597,41,235,441.54618
2.15397,41,236,442.55692
2.16961,42,238,444.53291
2.17763,43,239,445.54617
2.18983,43,240,447.08754
2.19798,44,241,448.11723
2.20998,45,242,449.63333
2.21761,45,243,450.59732
2.22988,46,244,452.14754
2.23789,46,245,453.15954
