t,angle,iteration,phase angle
0.001,20,1,143.79172
0.00798,70,2,144.67371
0.01596,70,3,145.68207
0.02871,70,4,147.29316
0.03695,70,5,148.33436
0.04934,70,6,149.89996
0.05651,70,7,150.80597
0.06958,70,8,152.45749
0.07791,70,9,153.51007
0.09009,70,10,155.04913
0.0975,70,11,155.98546
0.11064,70,12,157.64583
0.11842,70,13,158.62891
0.13084,70,14,160.1983
0.13913,70,15,161.24583
0.1516,70,16,162.82154
0.15983,70,17,163.86148
0.17198,70,18,165.39675
0.17944,70,19,166.3394
0.19254,70,20,167.99472
0.20073,70,21,169.0296
0.21285,70,23,170.56109
0.22031,70,24,171.50373
0.23344,70,25,173.16284
0.24175,70,26,174.21289
0.25382,70,27,175.73806
0.26627,70,28,177.31124
0.2744,70,29,178.33855
0.28672,70,30,179.8953
0.2947,70,31,180.90365
0.30696,70,32,182.45283
0.31537,70,33,183.51552
0.32698,70,34,184.98255
0.33556,70,35,186.06672
0.34772,70,36,187.60326
0.3561,70,37,188.66216
0.36808,70,39,190.17595
0.37605,70,40,191.18304
0.38908,70,41,192.82951
0.39734,70,42,193.87324
0.40851,70,43,195.28469
0.41749,70,44,196.4194
0.43013,70,45,198.01659
0.43816,70,46,199.03126
0.45052,70,47,200.59307
0.45888,70,48,201.64944
0.47051,70,49,203.11901
0.47899,70,50,204.19054
0.491,70,51,205.70812
0.49972,70,52,206.80998
0.51223,70,53,208.39074
0.52022,70,54,209.40036
0.53199,70,55,210.88762
0.54034,70,56,211.94272
0.55295,70,57,213.53612
0.56064,70,58,214.50783
0.57331,70,59,216.10881
0.58172,70,60,217.1715
0.59367,70,61,218.6815
0.60206,70,62,219.74166
0.61437,70,63,221.29716
0.62257,70,64,222.33331
0.63456,70,66,223.84836
0.64323,70,67,224.9439
0.65444,70,68,226.3604
0.66242,70,69,227.36875
0.67519,70,70,228.98237
0.68374,70,71,230.06275
0.6958,70,73,231.58665
0.70424,69,74,232.65313
0.71662,68,75,234.21747
0.72486,68,76,235.25867
0.73733,67,77,236.83438
0.74546,66,78,237.86169
0.75744,66,79,239.37548
0.76544,65,80,240.38636
0.77851,64,81,242.03789
0.79037,64,82,243.53652
0.7986,63,83,244.57646
0.811,62,84,246.14332
0.81917,61,85,247.17568
0.83148,61,86,248.73117
0.83968,60,87,249.76733
0.85195,59,89,251.31776
0.8601,59,90,252.3476
0.87238,58,91,253.8993
0.88038,57,92,254.91018
0.89211,57,93,256.39238
0.90009,56,94,257.40073
0.91229,55,96,258.94233
0.92155,55,97,260.11242
0.9338,54,98,261.66033
0.94153,53,99,262.63709
0.95365,53,100,264.16858
0.96255,52,101,265.29318
0.97497,51,102,266.86257
0.98272,50,103,267.84186
0.99431,50,104,269.30637
1.00339,49,105,270.45372
1.0158,48,106,272.02185
1.02342,48,107,272.98471
1.03522,47,108,274.47576
1.04434,46,109,275.62816
1.05666,46,111,277.18492
1.06463,45,112,278.19201
1.07717,44,113,279.77656
1.08499,44,114,280.7647
1.0977,43,115,282.37073
1.10595,42,116,283.4132
1.11787,41,118,284.91942
1.12635,41,119,285.99095
1.13825,40,120,287.49463
1.14666,39,121,288.55732
1.15932,39,122,290.15704
1.16732,38,123,291.16792
1.17926,37,125,292.67666
1.18783,37,126,293.75956
1.20012,36,127,295.31253
1.2083,35,128,296.34615
1.22032,34,129,297.865
1.22829,34,130,298.87209
1.24121,33,131,300.50466
1.24901,32,132,301.49027
1.26114,32,133,303.02301
1.26968,31,134,304.10213
1.282,30,135,305.65888
1.29015,30,136,306.68872
1.30262,29,138,308.26443
1.3107,28,139,309.28541
1.32296,28,140,310.83459
1.33496,27,141,312.35091
1.34333,26,142,313.40854
1.35565,26,143,314.9653
1.36381,25,144,315.99639
1.37574,24,145,317.50387
1.38372,23,146,318.51222
1.39667,23,147,320.14858
1.40483,22,148,321.17968
1.41697,21,149,322.71369
1.42561,21,150,323.80544
1.43749,20,151,325.3066
1.44582,19,152,326.35918
1.45754,18,154,327.84012
1.46622,18,155,328.93692
1.47829,17,156,330.46209
1.48661,16,157,331.5134
1.49833,16,158,332.99434
1.50694,15,159,334.0823
1.51978,14,160,335.70476
1.52773,14,161,336.70932
1.53997,13,162,338.25597
1.54806,12,163,339.27822
1.56034,12,164,340.82992
1.56857,11,165,341.86987
1.58084,10,166,343.4203
1.58912,9,167,344.46657
1.60158,9,168,346.04101
1.60891,8,169,346.96723
1.62195,7,170,348.61496
1.6294,7,171,349.55635
1.64298,6,172,351.27231
1.65011,5,173,352.17326
1.66285,5,175,353.78309
1.67099,4,176,354.81166
1.68297,3,177,356.32545
1.69145,3,178,357.39698
1.70362,2,179,358.93479
1.71205,1,180,360.0
1.72389,1,182,361.4961
1.73183,1,183,362.4994
1.74481,2,184,364.13955
1.75287,2,185,365.15802
1.76508,3,186,366.70087
1.77349,4,187,367.76356
1.78567,4,188,369.30262
1.79394,5,189,370.34762
1.80627,6,190,371.90564
1.81417,6,191,372.90388
