t,angle,iteration
0.0,75,1
0.00898,8,2
0.01697,11,3
0.02947,14,4
0.03759,17,5
0.05005,20,6
0.05778,22,7
0.07027,25,8
0.07843,28,9
0.09058,31,10
0.09913,34,11
0.11086,37,12
0.11871,40,13
0.13137,43,15
0.13994,46,16
0.1521,49,17
0.16049,52,18
0.17286,55,19
0.1805,58,20
0.19295,61,22
0.20141,64,23
0.21376,67,24
0.22193,70,25
0.23414,73,26
0.24245,76,27
0.25471,78,29
0.26356,81,30
0.2752,84,31
0.28329,87,32
0.29566,90,33
0.30353,91,34
0.31635,91,35
0.32417,91,36
0.33646,91,37
0.34486,91,38
0.35662,91,39
0.36528,91,40
0.37757,91,41
0.3855,91,42
0.39767,91,43
0.41023,91,44
0.41824,91,45
0.43084,90,46
0.43903,87,47
0.45115,83,48
0.45918,79,49
0.47177,76,50
0.4801,73,51
0.49234,69,52
0.49956,66,53
0.51299,62,54
0.52093,59,55
0.53236,55,56
0.54156,52,57
0.55366,48,59
0.56266,45,60
0.57396,42,61
0.5823,38,62
0.59435,35,63
0.60285,31,64
0.61438,28,66
0.62304,24,67
0.63533,21,68
0.64373,17,69
0.65596,14,70
0.66432,10,71
0.67641,7,73
0.6846,3,74
0.69733,0,75
0.7052,3,76
0.71753,6,77
0.72572,8,78
0.73787,11,79
0.74585,14,80
0.75782,17,81
0.7658,20,82
0.77876,23,83
0.78674,26,84
0.79871,29,85
0.80669,32,86
0.81965,34,87
0.82763,38,88
0.8396,40,89
0.84758,43,90
0.86054,46,92
0.86852,49,93
0.88053,52,94
0.88921,55,95
0.9013,58,96
0.90986,61,97
0.92149,64,99
0.93021,67,100
0.94263,70,101
0.95081,73,102
0.96235,76,103
0.97116,79,104
0.98347,82,106
0.99187,85,107
1.00403,88,108
1.01639,91,109
1.0247,91,110
1.03683,91,111
1.04488,91,112
1.05732,91,113
1.06574,91,114
1.07751,91,115
1.08597,91,116
1.09844,91,117
1.10628,91,118
1.11881,91,119
1.127,91,120
1.13936,91,121
1.14733,90,122
1.15969,86,123
1.16813,82,124
1.18122,79,125
1.18833,75,126
1.2003,72,127
1.20897,69,128
1.22125,65,130
1.22879,62,131
1.24186,58,132
1.25005,55,133
1.26338,51,134
1.27027,48,135
1.28275,44,137
1.29093,41,138
1.3034,37,139
1.31138,34,140
1.32359,31,141
1.3319,27,142
1.34519,24,144
1.35213,20,145
1.36467,17,146
1.37252,13,147
1.38423,10,148
1.39337,6,149
1.40496,3,150
1.41269,1,151
1.4262,3,152
1.4343,5,153
1.44625,8,154
1.45474,11,155
1.46665,14,156
1.4752,17,157
1.48759,20,158
1.49479,22,159
1.50796,25,160
1.51622,28,161
1.52769,31,162
1.5366,34,163
1.54899,37,164
1.55708,40,165
1.5695,43,166
1.57753,46,167
1.58953,49,168
1.59815,52,169
1.61032,55,171
1.61831,58,172
1.63088,61,173
1.64313,64,174
1.65095,67,175
1.66371,70,176
1.6718,72,177
1.68392,76,178
1.69237,78,179
1.7044,81,180
1.71287,84,181
1.72515,87,182
1.73241,90,183
1.74513,91,184
1.75374,91,185
1.76556,91,187
1.77425,91,188
1.78629,91,189
1.7943,91,190
1.80628,91,191
1.81526,91,192
1.82743,91,193
1.83574,91,194
1.84745,91,195
1.85543,91,196
1.86812,90,197
1.87669,86,198
1.88883,83,199
1.89723,79,200
1.90894,76,201
1.91707,72,202
1.92999,69,203
1.93735,65,204
1.95005,62,205
1.95844,58,206
1.97074,55,207
1.97908,51,208
1.99132,48,209
1.99882,45,210
2.01178,41,211
2.02,38,212
2.03199,34,213
2.04047,31,214
2.05278,27,215
2.06118,24,216
2.07318,20,217
2.08083,17,218
2.0937,13,220
2.10194,10,221
2.11334,6,222
2.12212,3,223
2.13471,0,224
2.14311,1,225
2.15409,4,226
2.16341,7,227
2.17564,10,228
2.18397,13,229
2.19552,16,230
2.20371,18,231
2.21664,21,232
2.22474,24,233
2.23685,27,235
2.24531,30,236
2.25736,33,237
2.26962,36,238
2.27808,39,239
2.2903,42,240
2.29788,45,241
2.31053,48,242
2.31881,51,243
2.33119,54,244
2.33899,57,245
2.35159,60,246
2.36015,63,247
2.37215,65,248
2.3802,69,249
2.3927,72,251
2.40065,75,252
2.41318,77,253
2.4212,80,254
2.43329,83,255
2.44189,86,256
2.45422,89,258
2.462,91,259
2.47465,91,260
2.48278,91,261
2.49434,91,262
2.50308,91,263
2.51558,91,265
2.52358,91,266
2.5361,91,267
2.54427,91,268
2.55635,91,269
2.56478,91,270
2.57675,91,272
2.58443,91,273
2.59755,87,274
2.6055,83,275
2.61785,80,276
2.6256,76,277
2.63827,73,278
2.64625,69,279
2.65822,66,280
2.66622,62,281
2.67916,59,282
2.68714,55,283
2.69911,52,284
2.70709,49,285
2.72005,45,287
2.72903,42,288
2.74,38,289
2.74798,35,290
2.76094,31,291
2.76892,28,292
2.78089,24,294
2.78987,21,295
2.80186,17,296
2.81481,14,297
2.82179,10,298
2.83076,7,299
2.84273,3,301
2.8507,0,302
2.86267,1,303
2.87165,4,304
2.88362,7,305
2.89558,10,306
2.90457,13,307
2.91653,16,308
2.92562,19,309
2.93768,22,310
2.94568,25,311
2.95785,28,312
2.96525,31,313
2.97829,33,314
2.9865,36,315
2.99862,39,317
3.00647,42,318
3.0184,45,319
3.02767,48,320
3.03947,51,321
3.04736,54,322
3.06037,57,323
3.0683,60,324
3.0801,63,325
3.08857,66,326
3.10127,69,327
3.10924,72,328
3.12187,75,329
3.1313,78,330
3.14225,81,331
3.15041,84,332
3.16253,87,333
3.17079,90,334
3.18325,91,335
3.19142,91,336
3.20353,91,337
3.21188,91,338
3.22448,91,339
3.2329,91,340
3.24433,91,341
3.25263,91,342
3.26513,91,344
3.27322,91,345
3.28548,91,346
3.29374,91,347
3.30526,91,348
3.31414,88,349
3.32655,84,351
3.33486,81,352
3.34697,77,353
3.35515,74,354
3.36665,70,355
3.37572,67,356
3.38818,63,357
3.39587,60,358
3.40844,56,359
3.41587,53,360
3.42853,50,361
3.44117,46,362
3.44945,43,363
3.46177,39,364
3.46997,36,365
3.48219,32,366
3.49015,29,367
3.50235,25,368
3.5105,22,369
3.52308,18,370
3.53111,15,371
3.54357,11,372
3.55181,8,373
3.56397,4,374
3.57205,1,375
3.58447,0,376
3.59256,2,377
3.60476,5,378
3.61328,7,379
3.62559,10,381
3.63351,13,382
3.64586,16,383
3.65426,19,384
3.66647,22,385
3.67464,25,386
3.68702,28,388
3.69489,31,389
3.70741,34,390
3.71585,37,391
3.72797,40,392
3.73618,43,393
3.7475,46,395
3.75661,49,396
3.76893,51,397
3.7771,54,398
3.78909,57,399
3.79761,60,400
3.80958,63,402
3.81756,66,403
3.83031,69,404
3.83806,72,405
3.85095,75,406
3.85912,78,407
3.87129,81,408
3.87928,84,409
3.89176,87,410
3.89926,90,411
3.91244,91,412
3.92039,91,413
3.93267,91,414
3.94085,91,415
3.95309,91,416
3.96155,91,417
3.97373,91,418
3.98093,91,419
3.99415,91,420
4.00237,91,421
4.01442,91,422
4.02271,91,423
4.0355,90,424
4.0433,86,425
4.05548,82,426
4.0677,79,427
4.0761,75,428
4.0882,72,429
4.09555,68,430
4.10861,65,431
4.11718,61,432
4.1294,58,433
4.1373,54,434
4.14978,51,435
4.158,48,436
4.17017,44,438
4.17819,41,439
4.19082,37,440
4.19926,34,441
4.21033,30,442
4.21931,27,443
4.23157,24,445
4.24,20,446
4.25186,16,447
4.26034,13,448
4.27267,10,449
4.27999,6,450
4.29269,3,452
4.30138,1,453
4.31365,0,454
4.32148,3,455
4.33314,6,456
4.34234,9,457
4.35438,12,458
4.36245,15,459
4.37487,18,460
4.38331,21,461
4.39475,24,462
4.40357,27,463
4.41594,30,464
4.4242,33,465
4.43653,36,466
4.44491,39,467
4.45692,41,468
4.46516,44,469
4.47748,47,470
4.48481,50,471
4.49789,53,473
4.50608,56,474
4.51787,59,475
4.52652,62,476
4.53813,65,477
4.54706,68,478
4.55932,71,480
4.56726,74,481
4.57984,77,482
4.58792,80,483
4.59992,83,484
4.60856,86,485
4.62097,89,486
4.6287,91,487
4.64125,91,488
4.64951,91,489
4.66132,91,490
4.67008,91,491
4.68131,91,492
4.69412,91,493
4.70274,91,494
4.71412,91,495
4.72315,91,496
4.7351,91,497
4.74316,91,498
4.75562,91,499
4.76437,88,500
4.77654,84,501
4.78456,81,502
4.79693,77,503
4.80493,74,504
4.8174,70,505
4.82554,67,506
4.83766,63,507
4.84613,60,508
4.85837,56,509
4.86641,53,510
4.87841,49,511
4.88659,46,512
4.89857,42,513
4.90657,39,514
4.91961,35,516
4.92754,32,517
4.93993,29,518
4.94751,25,519
4.96082,22,520
4.96856,18,521
4.9812,14,522
4.989,11,523
5.00176,8,524
5.00989,4,525
5.02181,1,526
5.0304,0,527
5.04265,3,528
5.05084,6,529
5.06278,9,531
5.0711,12,532
5.08343,15,533
5.09183,18,534
5.10394,21,535
5.11232,24,536
5.12385,27,538
5.13189,30,539
5.14507,32,540
5.15325,35,541
5.16559,38,542
5.17377,41,543
5.18548,44,545
5.19417,47,546
5.20645,50,547
5.2143,53,548
5.22696,56,549
5.2352,59,550
5.24743,62,551
5.25532,65,552
5.26799,68,553
5.27617,71,554
5.28817,74,555
5.29561,77,556
5.30906,80,557
5.32094,83,558
5.32849,86,559
5.34161,89,560
5.3497,91,561
5.36135,91,562
5.37011,91,563
5.38266,91,564
5.39075,91,565
5.40308,91,566
5.41107,91,567
5.42348,91,568
5.43177,91,569
5.4437,91,570
5.4519,91,571
5.46454,91,572
5.47267,91,573
5.4842,90,575
5.49316,86,576
5.50505,82,577
5.51367,79,578
5.52602,76,579
5.53387,72,580
5.54569,69,582
5.55424,65,583
5.56668,62,584
5.5751,58,585
5.58737,55,586
5.59563,51,587
5.60715,48,588
5.61621,44,589
5.6284,41,590
5.63659,37,591
5.64815,34,592
5.65662,31,593
5.66947,27,594
5.67674,24,595
5.68981,20,596
5.69765,17,597
5.71054,13,598
5.71853,10,599
5.73049,6,600
5.73799,3,601
5.75118,1,603
5.75957,1,604
5.77166,4,605
5.77986,7,606
5.79187,10,607
5.79988,12,608
5.81184,15,610
5.82087,18,611
5.83277,21,612
5.84143,24,613
5.85331,27,614
5.86162,30,615
5.87413,33,617
5.88174,36,618
5.89423,39,619
5.9022,42,620
5.91462,45,621
5.92312,48,622
5.9358,50,623
5.94696,54,624
5.95623,56,625
5.96843,59,626
5.97647,62,627
5.98837,65,628
5.99693,68,629
6.00943,71,630
6.01746,74,631
6.02922,77,633
6.03783,80,634
6.05001,83,635
6.05833,86,636
6.07034,89,637
6.07896,91,638
6.09134,91,639
6.09915,91,640
6.11112,91,641
6.11977,91,642
6.13218,91,643
6.14038,91,644
6.15217,91,645
6.16087,91,646
6.17319,91,647
6.18116,91,648
6.19365,91,649
6.20183,91,650
6.21407,88,651
6.22212,85,652
6.23426,81,654
6.24277,78,655
6.25483,74,656
6.26254,71,657
6.27553,67,658
6.28368,64,659
6.29585,60,660
6.3038,57,661
6.31648,53,662
6.32467,50,663
6.33689,47,664
6.3449,43,665
6.35741,40,666
6.3654,36,667
6.37891,33,668
6.38591,29,669
6.39843,26,670
6.40661,22,671
6.41866,19,672
6.42702,15,673
6.43929,12,674
6.44666,8,675
6.45986,5,676
6.46772,1,677
6.47955,0,678
6.48816,3,679
6.50078,5,681
6.50893,8,682
6.52051,11,683
6.52907,14,684
6.54176,17,685
6.54996,20,686
6.56152,23,688
6.57427,26,689
6.58294,29,690
6.59449,32,691
6.60289,34,692
6.61544,37,693
6.62345,40,694
6.63589,43,695
6.64416,46,696
6.65643,49,698
6.66462,52,699
6.6768,55,700
6.68426,58,701
6.69742,61,702
6.70558,64,703
6.71743,67,705
6.72608,70,706
6.73822,73,707
6.74612,76,708
6.75888,79,709
6.76702,82,710
6.77926,85,712
6.78703,88,713
6.79892,91,714
6.80703,91,715
6.82026,91,716
6.82763,91,717
6.8406,91,718
6.84858,91,719
6.86174,91,720
6.86911,91,721
6.88167,91,722
6.89019,91,723
6.90257,91,724
6.90956,91,725
6.92252,91,726
6.93088,88,727
6.94322,85,728
6.9512,81,729
6.96356,78,730
6.97173,74,731
6.98392,71,732
6.99242,67,733
7.00455,64,734
7.01289,60,735
7.02501,57,736
7.03296,54,737
7.04531,50,739
7.05358,47,740
7.066,43,741
7.07413,40,742
7.08644,36,743
7.09603,33,744
7.1064,29,746
7.11924,26,747
7.12743,22,748
7.13946,19,749
7.14776,15,750
7.16021,12,751
7.16861,8,752
7.18054,5,753
7.18856,2,754
7.20086,0,755
7.20934,3,756
7.22121,5,757
7.22985,8,758
7.24216,11,759
7.24963,14,760
7.26237,17,761
7.27047,20,762
7.28283,23,763
7.29124,25,764
7.3032,28,765
7.31116,31,766
7.32402,34,767
7.3318,37,768
7.34447,40,770
7.35242,43,771
7.36496,46,772
7.37313,49,773
7.38492,52,774
7.39365,55,775
7.40569,58,777
7.41349,61,778
7.42645,64,779
7.43485,67,780
7.44661,70,781
7.45486,73,782
7.46687,76,784
7.47556,78,785
7.48778,82,786
7.49607,84,787
7.50832,87,788
7.51658,90,789
7.52821,91,790
7.5362,91,791
7.54927,91,792
7.55752,91,793
7.56946,91,794
7.57796,91,795
7.59026,91,796
7.59774,91,797
7.61078,91,798
7.61806,91,799
7.63102,91,800
7.63903,91,801
7.65098,90,802
7.65994,86,803
7.67218,82,805
7.67996,79,806
7.69279,75,807
7.70087,72,808
7.71248,68,809
7.7212,65,810
7.733,61,812
7.74593,58,813
7.75319,54,814
7.76578,51,815
7.77457,48,816
7.78651,44,817
7.79491,41,818
7.80654,37,819
7.81452,34,820
7.82748,30,821
7.83586,27,822
7.84842,24,823
7.85653,20,824
7.86881,16,825
7.87639,13,826
7.88918,10,827
7.89741,6,828
7.90888,3,829
7.91686,1,830
7.92982,3,831
7.9384,6,832
7.9504,9,833
7.9585,12,834
7.97113,15,835
7.97901,18,836
7.99177,20,837
7.99986,24,838
8.0122,26,839
8.0201,29,840
8.03161,32,842
8.04083,35,843
8.05303,38,844
8.06032,41,845
8.07354,44,846
8.08156,47,847
8.09541,50,849
8.1014,53,850
8.11466,56,851
8.12277,59,852
8.13505,62,853
8.14317,65,854
8.1556,68,855
8.16364,71,856
8.17522,74,857
8.18324,76,858
8.19617,79,859
8.20443,82,860
8.21657,85,861
8.22529,88,862
8.23742,91,863
8.24556,91,864
8.25755,91,865
8.2655,91,866
8.27835,91,867
8.28613,91,868
8.29891,91,870
8.30692,91,871
8.31926,91,872
8.32716,91,873
8.33898,91,874
8.34823,91,875
8.36024,91,876
8.37255,89,877
8.38032,85,878
8.39266,82,879
8.40126,78,880
8.41254,75,881
8.42176,71,882
8.43396,68,883
8.44215,64,884
8.45423,61,885
8.46281,57,886
8.47498,54,887
8.48318,51,888
8.49498,47,889
8.50317,44,890
8.51594,40,891
8.52414,37,892
8.5361,33,893
8.54458,30,894
8.55686,26,895
8.56504,23,896
8.57731,19,897
8.58551,16,898
8.59732,12,900
8.60572,9,901
8.61811,6,902
8.62652,2,903
8.63881,1,904
8.64643,0,905
8.65922,3,906
8.66763,6,907
8.67972,9,908
8.68772,12,909
8.70021,15,910
8.7084,18,911
8.72049,20,912
8.72892,24,913
8.74115,26,914
8.74915,29,915
8.7606,32,916
8.76957,35,917
8.78232,38,918
8.79034,41,919
8.80243,44,920
8.81059,47,921
8.82345,50,922
8.83075,53,923
8.84357,56,924
8.8519,59,925
8.86289,62,927
8.87223,65,928
8.88422,68,929
8.89273,71,930
8.90494,74,931
8.9129,76,932
8.92487,79,933
8.93285,82,934
8.9454,85,935
8.95383,88,936
8.96658,91,937
8.97487,91,938
8.98679,91,939
8.99526,91,940
9.00712,91,941
9.01931,91,942
9.02772,91,943
9.0402,91,944
9.04816,91,945
9.06063,91,946
9.06847,91,947
9.08123,91,948
9.0893,91,949
9.10135,89,950
9.10981,85,951
9.12202,82,952
9.13024,79,953
9.1426,75,954
9.14978,72,955
9.16277,68,957
9.1712,65,958
9.18267,61,959
9.1917,58,960
9.20392,54,961
9.21205,51,962
9.2244,47,963
9.23271,44,964
9.24497,40,965
9.25305,37,966
9.26483,33,967
9.27361,30,968
9.28583,27,969
9.29408,23,970
9.30629,20,971
9.31462,16,972
9.32688,13,973
9.33457,9,974
9.34731,6,975
9.35512,2,976
9.36742,1,978
9.37601,3,979
9.38816,5,980
9.3966,8,981
9.40881,11,982
9.41642,14,983
9.42928,17,984
9.43766,20,985
9.44908,22,986
9.45747,25,987
9.46997,28,988
9.47839,31,989
9.49026,34,990
9.49937,37,991
9.51121,40,992
9.51903,43,993
9.5315,46,994
9.53996,49,995
9.55213,52,996
9.56025,55,997
9.57272,58,999
9.58085,61,1000
9.59314,64,1001
9.60123,67,1002
9.6133,70,1003
9.62157,73,1004
9.63405,76,1006
9.64603,78,1007
9.65443,81,1008
9.66663,84,1009
