t,angle,iteration,phase angle
0.001,60,1,46.90983
0.01201,27,2,52.42319
0.01967,30,3,56.25901
0.03187,33,4,62.36829
0.04088,36,5,66.88013
0.05315,39,6,73.02446
0.06169,42,7,77.30095
0.0738,45,8,83.36515
0.08168,48,9,87.31114
0.09423,51,10,93.59568
0.10233,54,11,97.65184
0.11397,56,12,103.48068
0.12261,60,13,107.80725
0.13507,63,14,114.04672
0.14342,66,15,118.22806
0.15564,69,16,124.34735
0.16352,72,17,128.29334
0.17544,75,18,134.2624
0.18427,78,19,138.68411
0.19641,81,20,144.76334
0.20468,83,21,148.90462
0.21705,87,22,155.09902
0.22511,90,23,159.13515
0.23693,91,24,165.05413
0.24569,91,25,169.44079
0.25799,91,26,175.60014
0.26618,91,27,179.70136
0.2785,91,28,185.87073
0.28642,91,29,189.83674
0.29888,91,30,196.07621
0.30707,91,31,200.17744
0.31918,91,32,206.24164
0.3276,91,33,210.45804
0.33996,91,34,216.64743
0.3477,91,35,220.52332
0.36042,91,36,226.89298
0.36892,89,37,231.14944
0.37989,85,38,236.64278
0.38789,82,39,240.64886
0.40086,78,40,247.14372
0.40884,75,41,251.13978
0.42078,71,42,257.11886
0.42976,68,43,261.61568
0.44173,64,44,267.60978
0.44973,61,45,271.61586
0.46167,57,46,277.59493
0.47065,54,47,282.09176
0.48264,50,48,288.09587
0.4906,47,49,292.08192
0.50356,43,50,298.57177
0.51154,39,51,302.56784
0.52351,36,52,308.56193
0.53551,32,53,314.57105
0.54445,29,54,319.04785
0.55642,25,55,325.04194
0.5644,22,56,329.03801
0.57637,18,57,335.03211
0.58534,15,58,339.52392
0.59731,11,59,345.51802
0.60529,7,60,349.51409
0.61726,4,61,355.50818
0.62623,0,62,360.0
0.6382,1,63,365.9941
0.64618,5,64,369.99016
0.65815,7,65,375.98426
0.66712,10,66,380.47608
0.67909,13,67,386.47017
0.68707,16,68,390.46624
0.70004,19,69,396.9611
0.70801,22,70,400.95215
0.71998,25,71,406.94625
0.72796,28,72,410.94231
0.74093,31,73,417.43717
0.7489,34,74,421.42823
0.76087,37,75,427.42233
0.76885,40,76,431.41839
0.78182,43,77,437.91325
0.79003,46,78,442.02449
0.80231,49,79,448.17382
0.81052,52,80,452.28506
0.8228,55,81,458.43439
0.83046,58,82,462.27021
0.84343,61,83,468.76507
0.85141,64,84,472.76114
0.86373,67,85,478.9305
0.87187,70,86,483.00669
0.88437,73,87,489.26619
0.89235,76,88,493.26225
0.90431,79,89,499.25134
0.91229,82,90,503.24741
0.92526,85,91,509.74226
0.93324,88,92,513.73833
0.9452,91,93,519.72742
0.95318,91,94,523.72348
0.96615,91,95,530.21834
0.97411,91,96,534.20439
0.98655,91,97,540.43384
0.99453,91,98,544.42991
1.00649,91,99,550.419
1.01547,91,100,554.91582
1.02746,91,101,560.91993
1.03544,91,102,564.916
1.04739,91,103,570.90008
1.05636,91,104,575.3919
1.06833,91,105,581.386
1.07635,91,106,585.40209
1.08927,87,107,591.87191
1.09725,84,108,595.86798
1.10922,80,109,601.86207
1.11722,76,110,605.86815
1.13016,73,111,612.34799
1.13814,69,112,616.34405
1.15014,66,113,622.35317
1.16208,62,114,628.33225
1.17106,59,115,632.82907
1.18302,55,116,638.81816
1.191,52,117,642.81423
1.20396,48,118,649.30407
1.21208,45,119,653.37025
1.22436,41,120,659.51958
1.23256,38,121,663.62581
1.24483,34,122,669.77014
1.25314,31,123,673.93145
1.26541,27,124,680.07578
1.27361,24,125,684.18201
1.28591,20,126,690.34136
1.294,17,127,694.39251
1.30609,13,128,700.44669
1.31472,10,129,704.76825
1.32655,6,130,710.69224
1.33521,2,131,715.02882
1.34746,1,132,721.16313
1.35531,0,133,725.0941
1.3681,2,134,731.49882
1.37615,5,135,735.52994
1.38836,8,136,741.64422
1.39633,10,137,745.63528
1.40858,13,138,751.76959
1.41708,16,139,756.02605
1.42933,19,140,762.16036
1.43681,22,141,765.90604
1.44879,25,142,771.90515
1.45812,28,143,776.57724
1.47036,31,144,782.70654
1.47841,34,145,786.73766
1.49088,37,146,792.98213
1.49899,40,147,797.0433
1.51096,43,148,803.03739
1.5193,46,149,807.21373
1.53082,49,150,812.98249
1.5396,52,151,817.37916
1.55253,55,152,823.85399
1.56049,58,153,827.84004
1.57275,61,154,833.97936
1.58091,64,155,838.06556
1.59309,67,156,844.16481
1.6009,70,157,848.07575
1.61269,73,158,853.97971
1.62166,76,159,858.47153
1.63366,79,160,864.48065
1.64191,82,161,868.61192
1.65471,85,162,875.02164
1.66284,88,163,879.09282
1.67512,91,164,885.24216
1.68355,91,165,889.46356
1.69561,91,166,895.50273
1.70377,91,167,899.58893
1.71612,91,168,905.77332
1.72428,91,169,909.85952
1.7363,91,170,915.87865
1.74436,91,171,919.91478
1.75705,91,172,926.26942
1.76522,91,173,930.36063
1.77756,91,174,936.54001
1.78979,91,175,942.66431
1.79728,91,176,946.415
1.80993,91,177,952.74961
1.81787,87,178,956.72565
1.82965,83,179,962.6246
1.83895,79,180,967.28167
1.85079,76,181,973.21067
1.85896,73,182,977.30187
1.8715,69,183,983.58141
1.87968,65,184,987.67762
1.89223,62,185,993.96216
1.90039,58,186,998.04836
1.91226,55,187,1003.99238
1.92097,51,188,1008.354
1.93295,48,189,1014.35311
1.94068,44,190,1018.22398
1.95364,41,191,1024.71383
1.96213,37,192,1028.96528
1.9741,34,193,1034.95938
1.98169,30,194,1038.76015
1.99427,27,195,1045.05971
2.00239,23,196,1049.12588
2.01395,20,197,1054.91467
2.02258,16,198,1059.23623
2.03488,12,199,1065.39557
2.04328,9,200,1069.60196
2.056,5,201,1075.97163
2.06385,2,202,1079.90259
2.07645,1,203,1086.21217
2.0847,3,204,1090.34344
2.09613,6,205,1096.06712
2.10522,9,206,1100.61903
2.11742,12,207,1106.7283
2.12563,14,208,1110.83954
2.1377,18,209,1116.88372
2.14607,20,210,1121.07508
2.15839,24,211,1127.24444
2.16638,26,212,1131.24551
2.1784,29,213,1137.26465
