t,angle,iteration
0.0,32,1
0.0043,57,2
0.016,56,3
0.02437,55,4
0.03603,54,5
0.04435,54,6
0.05634,53,7
0.06403,52,8
0.07603,52,9
0.088,51,10
0.09638,50,11
0.10822,50,12
0.12036,49,13
0.12839,48,14
0.14038,47,15
0.14834,47,16
0.16037,46,17
0.16839,45,18
0.18038,45,19
0.18838,44,20
0.20037,43,21
0.20821,42,22
0.22028,42,23
0.22802,41,24
0.24026,40,25
0.2482,40,26
0.264,39,27
0.27206,38,28
0.284,37,29
0.29236,37,30
0.30435,36,31
0.31237,35,32
0.32437,35,33
0.33623,34,34
0.34427,33,35
0.35622,32,36
0.36422,32,37
0.37622,31,38
0.38419,30,39
0.39627,30,40
0.40425,29,41
0.42005,28,42
0.42801,28,43
0.44,27,44
0.44811,26,45
0.46026,25,46
0.46801,25,47
0.48,24,48
0.488,23,49
0.50037,23,50
0.50839,22,51
0.52038,21,52
0.52837,20,53
0.54029,20,54
0.54828,19,55
0.56026,18,56
0.56829,18,57
0.58401,17,58
0.58804,16,59
0.604,15,60
0.612,15,61
0.62431,14,62
0.63239,13,63
0.64438,13,64
0.65237,12,65
0.66454,11,66
0.67361,10,67
0.68584,10,68
0.69398,9,69
0.70598,8,70
0.71397,8,71
0.72587,7,72
0.73387,6,73
0.74587,5,74
0.75388,5,75
0.7659,4,76
0.77389,3,77
0.78589,3,78
0.79389,2,79
0.80587,1,80
0.81389,1,81
0.82587,1,82
0.83388,1,83
0.84961,1,84
0.85765,2,85
0.86999,3,86
0.87793,3,87
0.88998,4,88
0.89762,5,89
0.90999,5,90
0.918,6,91
0.92999,7,92
0.93796,7,93
0.94998,8,94
0.95798,8,95
0.96998,9,96
0.97947,10,97
0.99185,10,98
0.99984,11,99
1.01151,12,100
1.01947,12,101
1.03186,13,102
1.03987,14,103
1.05184,14,104
1.05985,15,105
1.07147,15,106
1.07947,16,107
1.0955,17,108
1.10355,17,109
1.11584,18,110
1.12385,19,111
1.13585,19,112
1.14385,20,113
1.15583,21,114
1.16385,21,115
1.17583,22,116
1.18385,23,117
1.19585,23,118
1.2077,24,119
1.21575,25,120
1.22759,25,121
1.23572,26,122
1.24766,26,123
1.25576,27,124
1.27153,28,125
1.27961,28,126
1.29181,29,127
1.29988,30,128
1.3119,30,129
1.31989,31,130
1.33188,32,131
1.33989,32,132
1.35189,33,133
1.35952,34,134
1.37189,34,135
1.37988,35,136
1.39152,35,137
1.39952,36,138
1.41186,37,139
1.41989,37,140
1.43552,38,141
1.4399,39,142
1.45583,39,143
1.46391,40,144
1.47577,41,145
1.48379,41,146
1.49579,42,147
1.50378,43,148
1.51579,43,149
1.52378,44,150
1.53578,45,151
1.5438,45,152
1.55579,46,153
1.56378,47,154
1.57578,47,155
1.58352,48,156
1.59552,49,157
1.60755,49,158
1.61958,50,159
1.62768,50,160
1.6399,51,161
1.64788,52,162
1.65989,52,163
1.66787,53,164
1.6798,54,165
1.6878,54,166
1.69979,55,167
1.7078,56,168
1.7198,56,169
1.7278,57,170
1.73979,58,171
1.75173,58,172
1.7598,59,173
1.77264,60,174
1.7807,60,175
1.79263,61,176
1.8007,62,177
1.81642,62,178
1.82442,63,179
1.83663,64,180
1.8447,64,181
1.85643,65,182
1.86478,66,183
1.87679,66,184
1.88479,67,185
1.89679,68,186
1.9048,68,187
1.9168,69,188
1.9248,70,189
1.9368,70,190
1.9448,70,191
1.95679,70,192
1.96442,70,193
1.97679,70,194
1.98509,70,195
1.99747,70,196
2.00547,70,197
2.02109,70,198
2.02909,70,199
2.04145,70,200
2.04946,70,201
2.06147,70,202
2.06938,70,203
2.0811,70,204
2.08913,70,205
2.10113,70,206
2.10942,70,207
2.12147,70,208
2.12947,70,209
2.14147,70,210
2.14947,70,211
2.16137,70,212
2.16938,70,213
2.18513,70,214
2.1931,70,215
2.20527,70,216
2.21311,70,217
2.22535,70,218
2.23335,70,219
2.24536,70,220
2.25336,70,221
2.26535,70,222
2.27334,70,223
2.28509,70,224
2.29714,70,225
2.30535,70,226
2.31709,70,227
2.32545,70,228
2.33737,70,229
2.34546,70,230
2.36109,70,231
2.36509,70,232
2.38139,70,233
2.38945,70,234
2.40136,70,235
2.40935,70,236
2.42137,70,237
2.42911,70,238
2.44146,70,239
2.44947,70,240
2.46142,70,241
2.46946,70,242
2.48109,70,243
2.48947,70,244
2.50146,70,245
2.50948,70,246
2.52509,70,247
2.5331,70,248
2.54531,70,249
2.55347,70,250
2.56545,70,251
2.57346,70,252
2.58509,70,253
2.59347,70,254
2.60543,70,255
2.61343,70,256
2.62547,70,257
2.63347,70,258
2.64548,69,259
2.65371,69,260
2.66608,68,261
2.67397,67,262
2.68599,67,263
2.69399,66,264
2.70598,65,265
2.71401,64,266
2.72972,64,267
2.73771,63,268
2.74991,62,269
2.75798,61,270
2.76998,61,271
2.77799,60,272
2.78999,59,273
2.79798,59,274
2.80998,58,275
2.81798,57,276
