t,angle,iteration
4.117,48,557
4.171,51,558
4.22,54,559
4.269,57,560
4.322,61,561
4.372,64,562
4.421,67,563
4.474,70,564
4.523,71,565
4.576,71,566
4.625,71,567
4.675,71,568
4.728,71,569
4.777,71,570
4.827,71,571
4.879,71,572
4.929,71,573
4.981,71,574
5.031,71,575
5.08,71,576
5.133,71,577
5.183,69,578
5.232,65,579
5.285,62,580
5.334,58,581
5.387,55,582
5.437,51,583
5.486,48,584
5.539,44,585
5.588,41,586
5.637,37,587
5.69,34,588
5.74,30,589
5.789,27,590
5.842,24,591
5.891,20,592
6.22,16,593
6.221,13,594
6.221,9,595
6.222,6,596
6.222,2,597
6.222,3,598
6.247,6,599
6.297,9,600
6.345,12,601
6.399,15,602
6.448,18,603
6.501,22,604
6.55,25,605
6.6,28,606
6.653,31,607
6.702,34,608
6.752,37,609
6.804,41,610
6.854,44,611
6.906,47,612
6.956,50,613
7.005,54,614
7.058,57,615
7.107,60,616
7.156,63,617
7.21,66,618
7.259,70,619
7.312,71,620
7.361,71,621
7.41,71,622
7.464,71,623
7.513,71,624
7.562,71,625
7.616,71,626
7.665,71,627
7.717,71,628
7.767,71,629
7.816,71,630
7.869,71,631
7.918,71,632
7.967,70,633
8.021,66,634
8.07,63,635
8.123,59,636
8.173,56,637
8.222,53,638
8.275,49,639
8.324,46,640
8.373,42,641
8.427,39,642
8.475,35,643
8.529,32,644
8.578,28,645
8.627,25,646
8.68,21,647
8.729,18,648
8.779,14,649
8.832,10,650
8.881,7,651
8.93,4,652
8.984,2,653
9.033,5,654
9.085,8,655
9.135,11,656
9.184,14,657
9.237,17,658
9.286,21,659
9.336,24,660
9.389,27,661
9.438,30,662
9.491,33,663
9.541,36,664
9.59,40,665
9.643,43,666
9.692,46,667
9.741,49,668
9.794,53,669
9.844,56,670
9.897,59,671
9.946,62,672
9.995,65,673
10.048,69,674
10.097,71,675
10.147,71,676
10.2,71,677
10.249,71,678
10.298,71,679
10.352,71,680
10.401,71,681
10.454,71,682
10.503,71,683
10.552,71,684
10.605,71,685
10.655,71,686
10.704,71,687
10.757,71,688
10.806,68,689
10.859,64,690
10.909,60,691
