t,angle,iteration,phase angle
0.0,75,1,24.58464
0.00698,15,2,25.03444
0.01596,15,3,25.61311
0.02796,15,4,26.38639
0.0359,16,5,26.89804
0.04787,16,6,27.66939
0.05685,17,7,28.24806
0.06882,17,8,29.01941
0.07679,17,9,29.53299
0.08876,18,10,30.30434
0.09774,18,11,30.88301
0.10971,19,12,31.65436
0.11768,19,13,32.16794
0.12965,19,14,32.93929
0.13863,20,15,33.51796
0.1506,20,17,34.28931
0.15858,21,18,34.80354
0.17154,21,19,35.63868
0.17952,21,20,36.15291
0.19149,22,21,36.92426
0.19947,22,22,37.43849
0.21243,22,24,38.27363
0.22041,23,25,38.78787
0.23238,23,26,39.55921
0.24036,24,27,40.07344
0.25332,24,28,40.90859
0.2613,24,29,41.42282
0.27327,25,31,42.19416
0.28125,25,32,42.70839
0.29421,25,33,43.54354
0.30222,26,34,44.0597
0.31418,26,35,44.8304
0.32214,27,36,45.34335
0.3351,27,37,46.17849
0.3431,27,38,46.69401
0.35505,28,39,47.46407
0.36802,28,40,48.29985
0.37599,29,41,48.81344
0.38798,29,42,49.58608
0.39594,29,43,50.09902
0.40891,30,44,50.93481
0.41691,30,45,51.45033
0.42887,30,47,52.22103
0.43683,31,48,52.73397
0.4498,31,49,53.56976
0.4578,32,50,54.08528
0.46977,32,51,54.85662
0.47872,32,52,55.43336
0.49069,33,53,56.20471
0.49869,33,54,56.72023
0.51063,34,55,57.48964
0.51961,34,56,58.06831
0.5316,34,57,58.84095
0.53959,35,58,59.35582
0.55152,35,59,60.12459
0.5605,35,60,60.70326
0.57249,36,61,61.4759
0.58048,36,62,61.99078
0.59341,37,63,62.82399
0.60139,37,64,63.33822
0.61339,37,65,64.1115
0.62137,38,66,64.62573
0.6343,38,68,65.45894
0.64228,39,69,65.97317
0.65427,39,70,66.7458
0.66226,39,71,67.26068
0.67519,40,72,68.09389
0.68317,40,73,68.60812
0.69516,41,75,69.38076
0.70314,41,76,69.89499
0.71608,41,77,70.72884
0.72406,42,78,71.24307
0.73605,42,79,72.01571
